DATETIME,N_Cluster,ID_CLUS,LAT,LON,DIST,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
2015-02-27 07:48:10,3,0,-2.0172744,-59.398785,141.42200725688963,183,153,NE,44.953365325927734,49.454495311864406
2015-02-27 07:48:10,3,1,-1.5502926,-59.866207,177.28286102777787,209,127,NE,29.33367347717285,46.48816321102032
2015-02-27 07:48:10,3,2,-1.8196113,-59.326973,164.51237668273478,194,157,NE,27.45331573486328,46.027816833911885
2015-02-27 08:00:13,4,0,-1.5323293,-59.90215,178.99539631729937,210,125,NE,40.346736907958984,48.7032346186756
2015-02-27 08:00:13,4,1,-1.9813681,-59.452724,142.3163762334129,185,150,NE,35.90471267700195,47.89272324767201
2015-02-27 08:00:13,4,2,-2.7885427,-58.229225,199.97187257463938,140,218,NE,27.5115909576416,46.042551248979365
2015-02-27 08:00:13,4,3,-1.4245194,-59.79434,191.9008190764179,216,131,NE,23.77533721923828,45.02832692465191
2015-02-27 08:12:06,4,0,-1.5323321,-59.95606,178.7605981436892,210,122,NE,36.11195755004883,47.93271645610659
2015-02-27 08:12:06,4,1,-2.824556,-58.283134,193.32196896048114,138,215,NE,23.77642250061035,45.028644107756165
2015-02-27 08:12:06,4,2,-1.4963937,-60.11779,183.22474251274159,212,113,NW,22.946582794189453,44.781788269295895
2015-02-27 08:12:06,4,3,-2.1969917,-59.524555,117.35942964241467,173,146,NE,22.84165382385254,44.74994068156906
2015-02-27 08:24:07,5,0,-1.4963953,-60.09982,183.08279189604252,212,114,NW,37.66917037963867,48.22607684415541
2015-02-27 08:24:07,5,1,-1.496398,-60.06388,182.86416482435106,212,116,NW,34.52574157714844,47.620588205379676
2015-02-27 08:24:07,5,2,-1.6041957,-59.920116,170.95662438881598,206,124,NE,30.65884780883789,46.79519323007831
2015-02-27 08:24:07,5,3,-2.806784,-58.409077,179.98598470451506,139,208,NE,22.477073669433594,44.63813626062685
2015-02-27 08:24:07,5,4,-2.3766801,-59.596413,96.01881335084275,163,142,NE,24.17776870727539,45.14495945515912
2015-02-27 08:36:10,4,0,-1.5682651,-59.97403,174.75403377914992,208,121,NE,39.26862335205078,48.515030778866134
2015-02-27 08:36:10,4,1,-1.5323037,-60.261555,181.21630013789607,210,105,NW,50.254207611083984,50.22905883008843
2015-02-27 08:36:10,4,2,-2.9325583,-58.426884,175.61593675729853,132,207,NE,28.47621726989746,46.282016722863546
2015-02-27 08:36:10,4,3,-1.6760472,-59.794308,164.30237981085722,202,131,NE,22.11481475830078,44.52523285124718
2015-02-27 09:24:09,12,0,-2.2330117,-60.117855,102.20060592394833,171,113,NW,49.701229095458984,50.15217401791045
2015-02-27 09:24:09,12,1,-3.0412693,-59.290325,78.89399838291403,126,159,NE,51.382362365722656,50.38332503822254
2015-02-27 09:24:09,12,2,-2.0174217,-60.04593,125.22064711146575,183,117,NW,23.854963302612305,45.05156000138594
