DATETIME,N_Cluster,ID_CLUS,LAT,LON,DIST,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
2015-06-30 17:19:51,8,0,-3.112866,-61.017593,114.06752167883651,122,63,NW,27.148189544677734,45.95015392000608
2015-06-30 17:19:51,8,0,-3.0949006,-61.017574,114.15237640974242,123,63,NW,37.907958984375,48.26998638952638
2015-06-30 17:19:51,8,0,-3.0769353,-61.01756,114.2722589693001,124,63,NW,39.79319763183594,48.607241377780355
2015-06-30 17:19:51,8,0,-3.022967,-61.08947,122.78171394665682,127,59,NW,37.938175201416016,48.27552296154974
2015-06-30 17:19:51,8,0,-3.0050018,-61.089455,123.021591783634,128,59,NW,57.01801681518555,51.1064936802584
2015-06-30 17:19:51,8,0,-2.9870367,-61.089436,123.29256929177927,129,59,NW,28.599462509155273,46.31202589565475
2015-06-30 17:19:51,8,1,-2.2327096,-60.83702,138.14832298119435,171,73,NW,52.886653900146484,50.58383740295074
2015-06-30 17:19:51,8,1,-2.2326548,-60.90894,143.71164199496576,171,69,NW,24.996702194213867,45.376423414863005
2015-06-30 17:19:51,8,1,-2.214757,-60.81903,138.27204439518013,172,74,NW,43.904048919677734,49.29037313423167
2015-06-30 17:19:51,8,2,-2.7360601,-59.812134,49.803277982660774,143,130,NE,24.529651641845703,45.245362046426514
2015-06-30 17:19:51,8,2,-2.736063,-59.83012,49.034350601844906,143,129,NE,27.054616928100586,45.92616218139212
2015-06-30 17:19:51,8,2,-2.7540293,-59.830116,47.192088837685944,142,129,NE,52.592552185058594,50.54508790144243
2015-06-30 17:19:51,8,3,-2.7720075,-59.974014,41.685677724154,141,121,NE,38.39283752441406,48.358303332453254
2015-06-30 17:19:51,8,3,-2.772007,-59.956028,41.829352733871666,141,122,NE,59.2813835144043,51.3769932477483
2015-06-30 17:19:51,8,4,-2.789895,-60.405712,60.73076643766381,140,97,NW,30.989437103271484,46.86971896018526
2015-06-30 17:19:51,8,4,-2.7719357,-60.38772,60.57831562384924,141,98,NW,27.5939998626709,46.06333448138055
2015-06-30 17:19:51,8,5,-2.897692,-59.578247,53.712633922363,134,143,NE,28.35727310180664,46.25293140943258
2015-06-30 17:19:51,8,5,-2.8258274,-59.578274,58.214510422939604,138,143,NE,22.055301666259766,44.50650799365977
2015-06-30 17:19:51,8,6,-2.017082,-60.890816,160.1382925586014,183,70,NW,23.899730682373047,45.064588069672254
2015-06-30 17:19:51,8,7,-3.4906468,-60.153996,41.893345962506054,101,111,SW,105.4941177368164,55.381951867266395
2015-06-30 17:31:53,14,0,-3.0050912,-60.999496,113.11130866618522,128,64,NW,52.85578536987305,50.57978044104652
2015-06-30 17:31:53,14,0,-3.0768995,-61.053543,118.26297183077664,124,61,NW,23.859878540039062,45.05299161329824
2015-06-30 17:31:53,14,0,-3.0589342,-61.053524,118.41154646574837,125,61,NW,30.563894271850586,46.77363897553066
2015-06-30 17:31:53,14,0,-3.0410044,-61.017525,114.61420804368392,126,63,NW,57.54482650756836,51.17040051732695
2015-06-30 17:31:53,14,0,-3.0410218,-60.99953,112.62470109250702,126,64,NW,24.36298942565918,45.19798918402774
2015-06-30 17:31:53,14,0,-3.023039,-61.017506,114.83618936928296,127,63,NW,91.70341491699219,54.408468093247436
2015-06-30 17:31:53,14,0,-3.0230565,-60.999516,112.85111623506623,127,64,NW,51.30765914916992,50.373215171663375
2015-06-30 17:31:53,14,0,-3.0050738,-61.01749,115.09236047267777,128,63,NW,46.93274688720703,49.75391553123595
