,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
31,2014,01,15,00,00,1,0,-3.9398134,-60.082043,76.0,115.0,SW,66.16483306884766,52.14033549469352
14,2014,01,15,00,12,3,0,-3.9577634,-60.190094,75.0,109.0,SW,63.019432067871094,51.8018917164287
1,2014,01,15,00,12,3,1,-4.1733546,-60.208157,63.0,108.0,SW,24.933053970336914,45.358707590387084
7,2014,01,15,00,12,3,2,-3.9756892,-60.33417,74.0,101.0,SW,59.67652893066406,51.423156829870194
17,2014,01,15,00,24,3,0,-3.9757297,-60.1901,74.0,109.0,SW,45.706485748291016,49.56994524960435
4,2014,01,15,00,24,3,1,-4.047533,-60.388233,70.0,98.0,SW,51.536739349365234,50.40417096362822
0,2014,01,15,00,24,3,2,-4.209283,-60.22618,61.0,107.0,SW,24.051738739013672,45.10864359974053
10,2014,01,15,00,36,4,0,-3.9757297,-60.1901,74.0,109.0,SW,29.318811416625977,46.484641717376505
4,2014,01,15,00,36,4,1,-3.9936347,-60.388206,73.0,98.0,SW,26.72970962524414,45.84220781072024
1,2014,01,15,00,36,4,2,-4.065467,-60.46028,69.0,94.0,SW,24.53628158569336,45.247239910178564
0,2014,01,15,00,36,4,3,-4.209287,-60.208168,61.0,108.0,SW,25.369930267333984,45.479408332744896
3,2014,01,15,02,00,1,0,-4.227278,-59.973988,60.0,121.0,SE,34.549137115478516,47.6252952381088
5,2014,01,15,14,12,6,0,-3.0228698,-61.17943,127.0,54.0,NW,44.971187591552734,49.45724966055914
15,2014,01,15,14,12,6,1,-2.8610165,-58.66084,136.0,194.0,NE,30.280254364013672,46.70885226157849
4,2014,01,15,14,12,6,2,-3.041428,-59.596184,126.0,142.0,NE,48.807918548583984,50.026144552280265
0,2014,01,15,14,12,6,3,-3.3103511,-61.143764,111.0,56.0,SW,24.588560104370117,45.262029514768514
11,2014,01,15,14,12,6,4,-3.0052032,-59.11044,128.0,169.0,NE,22.16303253173828,44.54036689953034
1,2014,01,15,14,12,6,5,-3.3109565,-59.70406,111.0,136.0,SE,28.400238037109375,46.26345163838952
8,2014,01,15,14,24,6,0,-3.004905,-61.17941,128.0,54.0,NW,55.87921905517578,50.966305204075525
15,2014,01,15,14,24,6,1,-2.8969681,-58.678787,134.0,193.0,NE,30.363157272338867,46.72785082228693
14,2014,01,15,14,24,6,2,-2.96957,-59.6142,130.0,141.0,NE,28.02085304260254,46.17000159562228
2,2014,01,15,14,24,6,3,-3.059419,-59.668144,125.0,138.0,NE,24.730989456176758,45.302163833308626
0,2014,01,15,14,24,6,4,-3.4187717,-60.20798,105.0,108.0,SW,125.68289947509766,56.59871901615369
18,2014,01,15,14,24,6,5,-2.6992216,-58.5711,145.0,199.0,NE,25.645034790039062,45.554352637692766
14,2014,01,15,14,36,7,0,-3.022829,-61.215412,127.0,52.0,NW,51.25597381591797,50.366211782636576
10,2014,01,15,14,36,7,1,-3.0594072,-59.63216,125.0,140.0,NE,80.26272583007812,53.482522434604114
5,2014,01,15,14,36,7,2,-3.274589,-60.981762,113.0,65.0,SW,41.50786209106445,48.900385798732025
2,2014,01,15,14,36,7,3,-3.4186869,-59.524044,105.0,146.0,SE,33.35502243041992,47.380879749294174
12,2014,01,15,14,36,7,4,-3.0591438,-59.16437,125.0,166.0,NE,26.04131317138672,45.660906042786344
1,2014,01,15,14,36,7,5,-3.436734,-60.225983,104.0,107.0,SW,45.54030990600586,49.54463566389027
0,2014,01,15,14,36,7,6,-3.688187,-60.442085,90.0,95.0,SW,42.535125732421875,49.07026349108641
10,2014,01,15,14,48,8,0,-3.0228698,-61.17943,127.0,54.0,NW,36.107566833496094,47.93187153712311
6,2014,01,15,14,48,8,1,-3.0773795,-59.650146,124.0,139.0,NE,80.52576446533203,53.505257659896365
5,2014,01,15,14,48,8,2,-3.2566063,-60.99974,114.0,64.0,SW,26.919803619384766,45.89145015463659
4,2014,01,15,14,48,8,3,-3.4187753,-59.794018,105.0,131.0,SE,37.42007827758789,48.17997502301522
3,2014,01,15,14,48,8,4,-3.4367552,-60.09999,104.0,114.0,SW,91.57494354248047,54.3987265100268
2,2014,01,15,14,48,8,5,-3.616137,-60.74808,94.0,78.0,SW,24.811676025390625,45.32479758539418
1,2014,01,15,14,48,8,6,-3.6516879,-58.839832,92.0,184.0,SE,24.132015228271484,45.131797407867424
0,2014,01,15,14,48,8,7,-3.8491929,-58.749554,81.0,189.0,SE,24.94337272644043,45.361582778813585
19,2014,01,15,15,00,11,0,-3.022967,-61.08947,127.0,59.0,NW,43.139217376708984,49.168256147871396
9,2014,01,15,15,00,11,1,-3.0953512,-59.668133,123.0,138.0,NE,52.69620895385742,50.5587699170372
23,2014,01,15,15,00,11,2,-2.879068,-61.25123,135.0,50.0,NW,44.200504302978516,49.33713554758324
10,2014,01,15,15,00,11,3,-3.0774224,-59.83007,124.0,129.0,NE,52.22004699707031,50.495696090144634
4,2014,01,15,15,00,11,4,-3.4367032,-59.65003,104.0,139.0,SE,45.854087829589844,49.59234889255245
2,2014,01,15,15,00,11,5,-3.4906237,-60.261993,101.0,105.0,SW,103.75777435302734,55.266630314728104
24,2014,01,15,15,00,11,6,-2.1611364,-59.79424,175.0,131.0,NE,22.28373146057129,44.578106615385295
21,2014,01,15,15,00,11,7,-2.9875484,-59.650177,129.0,139.0,NE,38.05044174194336,48.296055205031145
6,2014,01,15,15,00,11,8,-3.3648944,-60.045994,108.0,117.0,SW,63.14726638793945,51.815972835324615
5,2014,01,15,15,00,11,9,-3.4008055,-59.776024,106.0,132.0,SE,38.514652252197266,48.38031565233962
0,2014,01,15,15,00,11,10,-3.616001,-60.9101,94.0,69.0,SW,27.866348266601562,46.131580924830075
24,2014,01,15,15,12,20,0,-3.0409133,-61.107483,126.0,58.0,NW,52.40705871582031,50.52053653459939
9,2014,01,15,15,12,20,1,-3.508585,-60.28,100.0,104.0,SW,38.695762634277344,48.41291452239719
14,2014,01,15,15,12,20,2,-3.4726357,-59.650013,102.0,139.0,SE,60.75053024291992,51.547101122991876
21,2014,01,15,15,12,20,3,-3.077425,-59.848064,124.0,128.0,NE,31.964744567871094,47.08503976962126
18,2014,01,15,15,12,20,4,-3.113328,-59.704113,122.0,136.0,NE,48.35792922973633,49.96178308216284
6,2014,01,15,15,12,20,5,-3.6519647,-60.87413,92.0,71.0,SW,32.230194091796875,47.14250669044315
3,2014,01,15,15,12,20,6,-3.8492382,-58.785564,81.0,187.0,SE,23.98475456237793,45.089264415195515
31,2014,01,15,15,12,20,7,-2.39452,-60.657314,162.0,83.0,NW,24.505245208740234,45.238444798000266
30,2014,01,15,15,12,20,8,-2.735826,-59.254547,143.0,161.0,NE,30.76166534423828,46.81845744729035
29,2014,01,15,15,12,20,9,-2.9157326,-60.099937,133.0,114.0,NW,32.385765075683594,47.17596653597478
28,2014,01,15,15,12,20,10,-2.9157126,-60.225864,133.0,107.0,NW,42.95195770263672,49.1380273691138
27,2014,01,15,15,12,20,11,-2.9508173,-58.642742,131.0,195.0,NE,22.487594604492188,44.64138801133633
26,2014,01,15,15,12,20,12,-2.9516215,-59.66818,131.0,138.0,NE,48.14959716796875,49.931782485525545
17,2014,01,15,15,12,20,13,-3.1489863,-60.80171,120.0,75.0,SW,22.791715621948242,44.73473223603426
