,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
5,2014,05,25,00,00,2,0,-4.8740435,-59.793682,24.0,131.0,SE,31.516864776611328,46.98698809064402
12,2014,05,25,00,00,2,1,-4.7842193,-59.82976,29.0,129.0,SE,26.572385787963867,45.80118874171349
9,2014,05,25,00,12,2,0,-4.838133,-59.973972,26.0,121.0,SE,35.78192138671875,47.8689184722813
5,2014,05,25,00,12,2,1,-4.874039,-59.775654,24.0,132.0,SE,32.8975944519043,47.2849262365645
15,2014,05,25,00,48,2,0,-4.6944017,-59.95595,34.0,122.0,SE,34.01417922973633,47.516859889336004
26,2014,05,25,00,48,2,1,-4.478761,-60.280315,46.0,104.0,SW,26.765958786010742,45.85162483508669
3,2014,05,25,01,00,2,0,-4.694402,-59.973976,34.0,121.0,SE,25.012582778930664,45.380836579688655
7,2014,05,25,01,00,2,1,-4.4967217,-60.298344,45.0,103.0,SW,27.277740478515625,45.98323424737408
3,2014,05,25,01,12,2,0,-4.5506144,-60.316383,42.0,102.0,SW,43.565528869628906,49.23658780589879
8,2014,05,25,01,12,2,1,-4.0105724,-61.45079,72.0,39.0,SW,35.988807678222656,47.908979293652116
5,2014,05,25,01,24,2,0,-4.58654,-60.33442,40.0,101.0,SW,72.23660278320312,52.75041697009371
15,2014,05,25,01,24,2,1,-3.9925804,-61.46877,73.0,38.0,SW,33.031063079833984,47.31306077834299
3,2014,05,25,01,36,2,0,-4.6044993,-60.35245,39.0,100.0,SW,36.25321960449219,47.959845265220665
6,2014,05,25,01,36,2,1,-1.7658468,-59.650513,197.0,139.0,NE,25.017229080200195,45.38212724247289
4,2014,05,25,01,48,2,0,-4.514675,-60.33439,44.0,101.0,SW,27.620832443237305,46.070088169608674
7,2014,05,25,01,48,2,1,-3.9207504,-61.45064,77.0,39.0,SW,28.54252815246582,46.298178966018895
2,2014,05,25,02,00,1,0,-4.5326414,-60.334396,43.0,101.0,SW,32.640869140625,47.23048738635682
1,2014,05,25,02,12,2,0,-4.514675,-60.33439,44.0,101.0,SW,28.30710220336914,46.240626563620054
4,2014,05,25,02,12,2,1,-2.5734932,-61.394764,152.0,42.0,NW,24.968175888061523,45.36848899745774
1,2014,05,25,02,24,1,0,-4.730276,-60.31646,32.0,102.0,SW,41.01896667480469,48.81805540758631
15,2014,05,25,02,36,3,0,-4.676364,-60.352486,35.0,100.0,SW,63.18080520629883,51.819662460004594
27,2014,05,25,02,36,3,1,-4.5147095,-60.22627,44.0,107.0,SW,24.141664505004883,45.13457532094545
30,2014,05,25,02,36,3,2,-2.1608725,-60.801018,175.0,75.0,NW,39.38795852661133,48.536115507985286
2,2014,05,25,02,48,3,0,-4.6943226,-60.370518,34.0,99.0,SW,35.06418228149414,47.72811940201386
12,2014,05,25,02,48,3,1,-3.7412112,-61.378338,87.0,43.0,SW,37.129486083984375,48.1258029665328
10,2014,05,25,02,48,3,2,-4.4967475,-60.20824,45.0,108.0,SW,22.266586303710938,44.57275820199057
21,2014,05,25,03,00,4,0,-4.604484,-60.388496,39.0,98.0,SW,38.34069061279297,48.34885885830943
