,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
3,2014,10,27,15,36,2,0,-4.2631817,-60.226196,58.0,107.0,SW,49.925777435302734,50.18349733826569
5,2014,10,27,15,36,2,1,-3.112848,-61.035587,122.0,62.0,NW,28.7553768157959,46.349804965384536
2,2014,10,27,16,12,8,0,-4.1912384,-60.442337,62.0,95.0,SW,26.02553939819336,45.65669578614702
10,2014,10,27,16,12,8,1,-2.1609929,-60.60326,175.0,86.0,NW,32.91465759277344,47.28852942125268
4,2014,10,27,16,12,8,2,-4.011645,-60.262146,72.0,105.0,SW,40.56897735595703,48.74140492220138
9,2014,10,27,16,12,8,3,-2.753115,-61.412968,142.0,41.0,NW,24.30657958984375,45.1818815475655
8,2014,10,27,16,12,8,4,-3.2385106,-61.125687,115.0,57.0,SW,32.505462646484375,47.20160158356045
7,2014,10,27,16,12,8,5,-3.526546,-59.685997,99.0,137.0,SE,47.26591110229492,49.80306849764777
6,2014,10,27,16,12,8,6,-3.5983212,-59.469955,95.0,149.0,SE,22.72439193725586,44.7141762947441
5,2014,10,27,16,12,8,7,-3.6522846,-59.613945,92.0,141.0,SE,25.72062110900879,45.57480318620399
3,2014,10,27,16,24,7,0,-3.7062392,-59.811962,89.0,130.0,SE,41.7872200012207,48.946995629979035
8,2014,10,27,16,24,7,1,-3.616359,-59.63196,94.0,140.0,SE,53.13414764404297,50.616279447819544
12,2014,10,27,16,24,7,2,-2.7179277,-60.621525,144.0,85.0,NW,33.484127044677734,47.407723653434545
10,2014,10,27,16,24,7,3,-2.8429134,-61.43107,137.0,40.0,NW,26.288414001464844,45.72653012631464
1,2014,10,27,16,24,7,4,-3.9217842,-59.631844,77.0,140.0,SE,35.45768356323242,47.80566571505466
14,2014,10,27,16,24,7,5,-2.1789396,-60.639225,174.0,84.0,NW,22.627622604370117,44.68452278435822
0,2014,10,27,16,24,7,6,-4.2271614,-60.460373,60.0,94.0,SW,22.452016830444336,44.63038570228589
21,2014,10,27,16,36,8,0,-2.0892153,-60.405476,179.0,97.0,NW,52.92108917236328,50.58836033824461
4,2014,10,27,16,36,8,1,-4.2630844,-60.478405,58.0,93.0,SW,40.47928237915039,48.726024831569184
12,2014,10,27,16,36,8,2,-2.842984,-61.377106,137.0,43.0,NW,30.026451110839844,46.65036403756012
6,2014,10,27,16,36,8,3,-3.9577293,-59.667843,75.0,138.0,SE,40.71210861206055,48.765877500332174
15,2014,10,27,16,36,8,4,-2.2148507,-60.6752,172.0,82.0,NW,28.49408531188965,46.2863754807103
11,2014,10,27,16,36,8,5,-3.5804596,-59.739983,96.0,134.0,SE,26.843881607055664,45.87182499223901
10,2014,10,27,16,36,8,6,-3.7779408,-59.397835,85.0,153.0,SE,25.583234786987305,45.53758726120137
9,2014,10,27,16,36,8,7,-3.939462,-59.16362,76.0,166.0,SE,34.03132247924805,47.52036117886039
26,2014,10,27,16,48,10,0,-3.5984304,-59.75798,95.0,133.0,SE,54.92617416381836,50.846769551203266
11,2014,10,27,16,48,10,1,-3.9936676,-59.68584,73.0,137.0,SE,59.61675262451172,51.416193011825825
3,2014,10,27,16,48,10,2,-4.281031,-60.514446,57.0,91.0,SW,48.229881286621094,49.943359043801685
34,2014,10,27,16,48,10,3,-2.1071682,-60.441437,178.0,95.0,NW,40.02798080444336,48.64811888216628
16,2014,10,27,16,48,10,4,-3.9038038,-59.595833,78.0,142.0,SE,50.40755081176758,50.25022950175625
