,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
10,2014,03,16,00,11,5,0,-3.4541318,-61.089935,103.0,59.0,SW,84.15107727050781,53.81125483699803
28,2014,03,16,00,11,5,1,-3.113219,-60.549778,122.0,89.0,NW,33.24466323852539,47.35785096460084
27,2014,03,16,00,11,5,2,-3.149244,-60.333878,120.0,101.0,SW,22.727794647216797,44.71521670456258
26,2014,03,16,00,11,5,3,-3.2391126,-59.794056,115.0,131.0,SE,24.36296272277832,45.19798156793763
5,2014,03,16,00,11,5,4,-3.4719303,-61.233948,102.0,51.0,SW,23.860912322998047,45.05329267535628
3,2014,03,16,00,23,3,0,-3.5080075,-61.107994,100.0,58.0,SW,53.280616760253906,50.635407851879755
12,2014,03,16,00,23,3,1,-3.1492739,-60.225914,120.0,107.0,SW,55.60944366455078,50.932676760984975
11,2014,03,16,00,23,3,2,-3.1491103,-60.621773,120.0,85.0,SW,42.58331298828125,49.078131102144326
7,2014,03,16,18,23,5,0,-3.3277676,-61.55771,110.0,33.0,SW,42.46290588378906,49.05845533461165
3,2014,03,16,18,23,5,1,-3.4547274,-59.992,103.0,120.0,SW,35.20991134643555,47.75693886191394
8,2014,03,16,18,23,5,2,-3.0045183,-61.485256,128.0,37.0,NW,23.505130767822266,44.94890270341447
1,2014,03,16,18,23,5,3,-3.9567857,-61.378666,75.0,43.0,SW,22.85085105895996,44.75273803033869
0,2014,03,16,18,23,5,4,-4.8739314,-59.505222,24.0,147.0,SE,23.49859619140625,44.94697064862244
4,2014,03,16,18,35,2,0,-2.8437552,-60.495674,137.0,92.0,NW,70.209716796875,52.552655496411816
1,2014,03,16,18,35,2,1,-3.4367585,-60.063995,104.0,116.0,SW,60.5447883605957,51.523528203367604
8,2014,03,16,18,47,8,0,-3.09473,-61.17951,123.0,54.0,NW,44.75278854370117,49.42342157839083
12,2014,03,16,18,47,8,1,-2.843747,-60.513664,137.0,91.0,NW,51.99557113647461,50.46576160467212
6,2014,03,16,18,47,8,2,-3.3636398,-61.593758,108.0,31.0,SW,31.972089767456055,47.08663633520437
3,2014,03,16,18,47,8,3,-3.5981433,-60.784073,95.0,76.0,SW,55.890167236328125,50.9676665026806
10,2014,03,16,18,47,8,4,-2.8617527,-60.42373,136.0,96.0,NW,39.97196960449219,48.638388732519346
4,2014,03,16,18,47,8,5,-3.5263474,-60.69401,99.0,81.0,SW,25.334386825561523,45.46966631531169
1,2014,03,16,18,47,8,6,-3.7778819,-59.307808,85.0,158.0,SE,32.504947662353516,47.20149149423033
0,2014,03,16,18,47,8,7,-4.1374407,-59.883926,65.0,126.0,SE,25.89776611328125,45.622496826563086
6,2014,03,16,18,59,4,0,-2.8617296,-60.477695,136.0,93.0,NW,66.22331237792969,52.1464743507806
3,2014,03,16,18,59,4,1,-3.6340454,-60.820107,93.0,74.0,SW,32.28737258911133,47.154823242921395
1,2014,03,16,18,59,4,2,-3.8315873,-59.07369,82.0,171.0,SE,31.0189208984375,46.876326921266
4,2014,03,16,18,59,4,3,-3.6160645,-59.14591,94.0,167.0,SE,37.162322998046875,48.131945615822396
3,2014,03,16,19,11,8,0,-4.0646243,-61.342815,69.0,45.0,SW,44.87734603881836,49.442734607120364
18,2014,03,16,19,11,8,1,-2.7718737,-60.531616,141.0,90.0,NW,57.16334915161133,51.12418260953043
11,2014,03,16,19,11,8,2,-3.6339989,-60.87411,93.0,71.0,SW,38.69757080078125,48.413239212579256
9,2014,03,16,19,11,8,3,-3.7957366,-59.16375,84.0,166.0,SE,58.11049270629883,51.238372880533596
20,2014,03,16,19,11,8,4,-2.610028,-60.78333,150.0,76.0,NW,27.73209571838379,46.09802300485187
16,2014,03,16,19,11,8,5,-2.825897,-59.848095,138.0,128.0,NE,32.67573165893555,47.237905090563075
13,2014,03,16,19,11,8,6,-3.562327,-60.622032,97.0,85.0,SW,29.3244571685791,46.485979661313756
0,2014,03,16,19,11,8,7,-4.227179,-60.424343,60.0,96.0,SW,45.37268829345703,49.51901214239272
