,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
1,2015,03,30,00,00,2,0,-4.9458995,-59.757603,20.0,133.0,SE,41.335880279541016,48.87153500782637
15,2015,03,30,00,00,2,1,-1.9993173,-59.416767,184.0,152.0,NE,36.353729248046875,47.979083450940855
3,2015,03,30,00,12,2,0,-4.9459124,-59.811695,20.0,130.0,SE,50.9886474609375,50.32987582710206
21,2015,03,30,00,12,2,1,-2.6639507,-59.236607,147.0,162.0,NE,32.616729736328125,47.22534659748752
1,2015,03,30,00,24,3,0,-4.945919,-59.847755,20.0,128.0,SE,30.598712921142578,46.78155050165153
5,2015,03,30,00,24,3,1,-2.6998944,-59.25457,145.0,161.0,NE,28.748916625976562,46.34824369076828
4,2015,03,30,00,24,3,2,-4.9099007,-60.40668,22.0,97.0,SW,26.113008499145508,45.68001051817558
1,2015,03,30,00,36,2,0,-4.891926,-60.4247,23.0,96.0,SW,38.78525924682617,48.42896713556981
5,2015,03,30,00,36,2,1,-2.879473,-59.14652,135.0,167.0,NE,27.251487731933594,45.97654342163943
6,2015,03,30,00,48,2,0,-4.8560023,-60.406654,25.0,97.0,SW,41.028594970703125,48.819686272694945
8,2015,03,30,00,48,2,1,-4.6404314,-60.352467,37.0,100.0,SW,73.77424621582031,52.89677644968638
6,2015,03,30,01,00,2,0,-4.6403913,-60.442585,37.0,95.0,SW,43.22652816772461,49.18230564675171
2,2015,03,30,01,00,2,1,-4.820052,-60.442688,27.0,95.0,SW,43.626800537109375,49.24635378477146
2,2015,03,30,02,00,1,0,-1.3706313,-59.88419,219.0,126.0,NE,45.96446228027344,49.60905489818004
8,2015,03,30,02,48,2,0,-1.3526515,-59.77638,220.0,132.0,NE,36.416664123535156,47.99110252614631
1,2015,03,30,02,48,2,1,-1.4963988,-60.04591,212.0,117.0,NW,47.26689529418945,49.803213185317674
5,2015,03,30,03,00,2,0,-1.496398,-60.06388,212.0,116.0,NW,29.853490829467773,46.61022189860361
9,2015,03,30,03,00,2,1,-1.4424726,-59.72246,215.0,135.0,NE,23.740436553955078,45.01811916895689
6,2015,03,30,03,24,1,0,-1.4424978,-59.902153,215.0,125.0,NE,36.21066665649414,47.95168428414959
4,2015,03,30,03,36,1,0,-1.4784305,-59.902153,213.0,125.0,NE,36.22724914550781,47.95486568262951
7,2015,03,30,10,36,4,0,-2.8244696,-58.229168,138.0,218.0,NE,33.61089324951172,47.433980828893596
10,2015,03,30,10,36,4,1,-2.5379584,-58.94895,154.0,178.0,NE,25.813589096069336,45.59987423856366
2,2015,03,30,10,36,4,2,-3.040031,-58.22882,126.0,218.0,NE,22.879558563232422,44.761462211861115
1,2015,03,30,10,36,4,3,-3.3816874,-58.444206,107.0,206.0,SE,24.393957138061523,45.206816058962204
5,2015,03,30,10,48,2,0,-2.8964674,-58.319,134.0,213.0,NE,39.231056213378906,48.50837996862612
0,2015,03,30,10,48,2,1,-3.3817677,-58.4982,107.0,203.0,SE,28.097414016723633,46.18896157052457
8,2015,03,30,11,00,4,0,-3.004278,-58.336826,128.0,212.0,NE,47.701168060302734,49.866764176730875
22,2015,03,30,11,00,4,1,-2.6099744,-59.128735,150.0,168.0,NE,31.18267059326172,46.91291286780896
0,2015,03,30,11,00,4,2,-3.38182,-58.534195,107.0,201.0,SE,22.79416847229004,44.73548001795181
21,2015,03,30,11,00,4,3,-2.7536085,-59.020706,142.0,174.0,NE,29.710166931152344,46.57678142801592
7,2015,03,30,11,12,6,0,-3.0223248,-58.390774,127.0,209.0,NE,61.330265045166016,51.61309742129027
21,2015,03,30,11,12,6,1,-2.860702,-58.426987,136.0,207.0,NE,38.30780792236328,48.34289677543907
28,2015,03,30,11,12,6,2,-1.5682652,-59.992,208.0,120.0,NW,22.22612953186035,44.56012141340511
27,2015,03,30,11,12,6,3,-1.7299614,-60.027946,199.0,118.0,NW,22.142812728881836,44.534024549449015
26,2015,03,30,11,12,6,4,-2.717724,-59.074696,144.0,171.0,NE,29.607364654541016,46.5526959989884
24,2015,03,30,11,12,6,5,-2.8075209,-59.038647,139.0,173.0,NE,31.763195037841797,47.04108685798705
8,2015,03,30,11,24,5,0,-3.0583334,-58.444695,125.0,206.0,NE,67.1215591430664,52.24009253282275
33,2015,03,30,11,24,5,1,-1.586231,-60.027943,207.0,118.0,NW,32.76344680786133,47.25653330876011
31,2015,03,30,11,24,5,2,-2.6819854,-59.344513,146.0,156.0,NE,27.957138061523438,46.15418333499462
30,2015,03,30,11,24,5,3,-2.8255174,-59.074608,138.0,171.0,NE,33.10512924194336,47.32862455983966
21,2015,03,30,11,24,5,4,-2.9689546,-58.78664,130.0,187.0,NE,22.79692840576172,44.7363213217752
22,2015,03,30,11,36,5,0,-3.0763497,-58.48065,124.0,204.0,NE,77.00822448730469,53.19489372224818
46,2015,03,30,11,36,5,1,-2.879429,-59.092552,135.0,170.0,NE,47.7525749206543,49.87424867080941
45,2015,03,30,11,36,5,2,-2.9146972,-58.49887,133.0,203.0,NE,23.73943519592285,45.017826070090806
52,2015,03,30,11,36,5,3,-1.7479198,-60.135784,198.0,112.0,NW,21.823902130126953,44.433218442648254
0,2015,03,30,11,36,5,4,-3.6873426,-58.62375,90.0,196.0,SE,24.72842788696289,45.30144406720681
15,2015,03,30,11,48,4,0,-3.094415,-58.552597,123.0,200.0,NE,54.97011184692383,50.85232588655319
33,2015,03,30,11,48,4,1,-3.004925,-58.822582,128.0,185.0,NE,27.7279109954834,46.09697437774916
41,2015,03,30,11,48,4,2,-1.7658813,-60.17173,197.0,110.0,NW,25.381587982177734,45.482600595907485
0,2015,03,30,11,48,4,3,-3.6873426,-58.62375,90.0,196.0,SE,22.054580688476562,44.50628083972064
2,2015,03,30,12,00,1,0,-3.184237,-58.552475,118.0,200.0,SE,77.08670043945312,53.20197126636697
3,2015,03,30,12,12,6,0,-3.2381797,-58.588387,115.0,198.0,SE,69.70862579345703,52.502884297792754
18,2015,03,30,12,12,6,1,-3.0587165,-58.732567,125.0,190.0,NE,34.53651428222656,47.62275600084496
22,2015,03,30,12,12,6,2,-1.4784011,-60.27952,213.0,104.0,NW,23.50589942932129,44.94912993549757
21,2015,03,30,12,12,6,3,-1.7299535,-60.13578,199.0,112.0,NW,21.849367141723633,44.441321753771604
20,2015,03,30,12,12,6,4,-2.5384212,-60.22579,154.0,107.0,NW,31.771743774414062,47.042956780502074
