,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
21,2014,06,09,17,24,18,0,-3.5624979,-60.226013,97.0,107.0,SW,93.03849029541016,54.508902430650664
32,2014,06,09,17,24,18,1,-2.7538157,-59.29051,142.0,159.0,NE,73.00585174560547,52.82402271121845
26,2014,06,09,17,24,18,2,-3.5445547,-60.082005,98.0,115.0,SW,33.93605041503906,47.5008806983402
28,2014,06,09,17,24,18,3,-2.9692721,-59.11047,130.0,169.0,NE,29.82410430908203,46.60337851041532
20,2014,06,09,17,24,18,4,-3.5624604,-60.35202,97.0,100.0,SW,68.76627349853516,52.408307799856914
8,2014,06,09,17,24,18,5,-3.6878114,-60.96418,90.0,66.0,SW,32.572574615478516,47.215933358450954
9,2014,06,09,17,24,18,6,-3.688285,-59.901985,90.0,125.0,SE,54.060752868652344,50.736413389267994
4,2014,06,09,17,24,18,7,-3.7773783,-61.19834,85.0,53.0,SW,28.651084899902344,46.324557101889646
34,2014,06,09,17,24,18,8,-2.2150433,-60.135834,172.0,112.0,NW,27.19111442565918,45.961132076272115
17,2014,06,09,17,24,18,9,-3.5803456,-60.53204,96.0,90.0,SW,45.971920013427734,49.61018223507374
13,2014,06,09,17,24,18,10,-3.651915,-59.055862,92.0,172.0,SE,43.46025085449219,49.219775616779316
12,2014,06,09,17,24,18,11,-3.6702952,-59.75796,91.0,133.0,SE,38.08396530151367,48.30217452939611
10,2014,06,09,17,24,18,12,-3.6879573,-59.18185,90.0,165.0,SE,27.779151916503906,46.10980368164001
6,2014,06,09,17,24,18,13,-3.7239842,-59.307846,88.0,158.0,SE,35.71940231323242,47.85676688944919
3,2014,06,09,17,24,18,14,-3.7959664,-59.505856,84.0,147.0,SE,34.60520553588867,47.63656288551667
2,2014,06,09,17,24,18,15,-3.7959995,-60.406124,84.0,97.0,SW,38.35139846801758,48.35079923574257
1,2014,06,09,17,24,18,16,-4.083233,-60.766483,68.0,77.0,SW,22.77647590637207,44.730084415241535
0,2014,06,09,17,24,18,17,-4.209283,-60.22618,61.0,107.0,SW,22.782182693481445,44.73182523992084
55,2014,06,09,17,36,23,0,-3.5445356,-60.208008,98.0,108.0,SW,98.60531616210938,54.912705235476984
42,2014,06,09,17,36,23,1,-3.5624394,-60.40602,97.0,97.0,SW,42.68305206298828,49.09438741592267
27,2014,06,09,17,36,23,2,-3.7062557,-59.992,89.0,120.0,SW,52.80381393432617,50.57294462954816
18,2014,06,09,17,36,23,3,-3.8497455,-60.676247,81.0,82.0,SW,34.22544479370117,47.55988557154404
61,2014,06,09,17,36,23,4,-3.0054414,-59.47026,128.0,149.0,NE,42.63587951660156,49.086703577111706
32,2014,06,09,17,36,23,5,-3.6520405,-60.784115,92.0,76.0,SW,40.57379913330078,48.742230753955795
10,2014,06,09,17,36,23,6,-3.9576006,-60.586285,75.0,87.0,SW,27.170225143432617,45.95579175138955
2,2014,06,09,17,36,23,7,-4.316845,-60.69463,55.0,81.0,SW,40.823326110839844,48.78483413723745
24,2014,06,09,17,36,23,8,-3.742101,-59.5779,87.0,143.0,SE,36.451622009277344,47.997769686897755
20,2014,06,09,17,36,23,9,-3.8499725,-59.82994,81.0,129.0,SE,30.39228630065918,46.734513903775905
14,2014,06,09,17,36,23,10,-3.885876,-60.280117,79.0,104.0,SW,43.9032096862793,49.29024030715026
7,2014,06,09,17,36,23,11,-4.0115685,-59.523746,72.0,146.0,SE,66.6619873046875,52.19235206157029
6,2014,06,09,17,36,23,12,-4.100793,-58.821247,67.0,185.0,SE,33.46703338623047,47.404175427938725
63,2014,06,09,17,36,23,13,-2.735883,-59.344482,143.0,156.0,NE,30.571245193481445,46.7753100091101
62,2014,06,09,17,36,23,14,-2.75364,-59.05668,142.0,172.0,NE,54.6712532043457,50.81444442289787
58,2014,06,09,17,36,23,15,-3.274421,-61.143723,113.0,56.0,SW,29.46155548095703,46.51839071737718
26,2014,06,09,17,36,23,16,-3.7240205,-59.36186,88.0,155.0,SE,23.485551834106445,44.94311226299825
23,2014,06,09,17,36,23,17,-3.7598052,-59.163784,86.0,166.0,SE,25.891204833984375,45.62073612586964
15,2014,06,09,17,36,23,18,-3.8670385,-61.324505,80.0,46.0,SW,24.77532386779785,45.314609402646234
12,2014,06,09,17,36,23,19,-3.9217906,-59.64985,77.0,139.0,SE,26.97181510925293,45.90486273972729
8,2014,06,09,17,36,23,20,-3.993277,-60.91048,73.0,69.0,SW,33.6204719543457,47.43596084696104
4,2014,06,09,17,36,23,21,-4.191325,-60.190147,62.0,109.0,SW,39.74650573730469,48.59908322435916
0,2014,06,09,17,36,23,22,-4.4068966,-59.70371,50.0,136.0,SE,23.576391220092773,44.96993722806005
50,2014,06,09,17,48,20,0,-3.4906328,-60.225994,101.0,107.0,SW,112.45555877685547,55.825994802387285
27,2014,06,09,17,48,20,1,-3.5803902,-60.44203,96.0,95.0,SW,87.8275375366211,54.10839125899575
20,2014,06,09,17,48,20,2,-3.6342235,-60.568073,93.0,88.0,SW,69.95724487304688,52.5276231137441
14,2014,06,09,17,48,20,3,-3.670323,-59.992,91.0,120.0,SW,115.53044891357422,56.01344333059374
61,2014,06,09,17,48,20,4,-2.8974798,-59.200474,134.0,164.0,NE,45.67170715332031,49.56465588166783
7,2014,06,09,17,48,20,5,-3.724194,-60.22605,88.0,107.0,SW,33.13032531738281,47.33391116273454
62,2014,06,09,17,48,20,6,-2.8077874,-59.41639,139.0,152.0,NE,30.560333251953125,46.77282932928422
67,2014,06,09,17,48,20,7,-2.4659355,-58.78717,158.0,187.0,NE,39.34185791015625,48.52797780502773
57,2014,06,09,17,48,20,8,-3.0054665,-59.524235,128.0,146.0,NE,37.97525405883789,48.2823109650368
55,2014,06,09,17,48,20,9,-3.041441,-59.632168,126.0,140.0,NE,25.882457733154297,45.61838817212116
52,2014,06,09,17,48,20,10,-3.27438,-61.179714,113.0,54.0,SW,27.20604705810547,45.96494707535381
9,2014,06,09,17,48,20,11,-3.724135,-59.577908,88.0,143.0,SE,39.948974609375,48.63439014121557
4,2014,06,09,17,48,20,12,-3.867948,-59.901966,80.0,125.0,SE,27.717296600341797,46.09431386385016
1,2014,06,09,17,48,20,13,-4.281021,-60.532463,57.0,90.0,SW,28.573659896850586,46.30575389514439
66,2014,06,09,17,48,20,14,-2.609885,-59.02083,150.0,174.0,NE,30.12514305114746,46.67316584244208
65,2014,06,09,17,48,20,15,-2.7537134,-59.146614,142.0,167.0,NE,26.94443130493164,45.897804304069
19,2014,06,09,17,48,20,16,-3.6521208,-59.3079,92.0,158.0,SE,28.576282501220703,46.306391646328265
6,2014,06,09,17,48,20,17,-3.795848,-60.67621,84.0,82.0,SW,28.519363403320312,46.29253719116318
3,2014,06,09,17,48,20,18,-3.8679416,-60.136055,80.0,112.0,SW,28.57056999206543,46.30500243318131
2,2014,06,09,17,48,20,19,-4.1191645,-59.217487,66.0,163.0,SE,44.087310791015625,49.31931769780961
39,2014,06,09,18,00,22,0,-3.5444496,-60.460014,98.0,94.0,SW,69.09181213378906,52.44112529215337
47,2014,06,09,18,00,22,1,-3.5265214,-60.370007,99.0,99.0,SW,116.25960540771484,56.05716147024879
59,2014,06,09,18,00,22,2,-2.969406,-59.290375,130.0,159.0,NE,43.45232391357422,49.21850808955476
68,2014,06,09,18,00,22,3,-2.0353496,-59.6864,182.0,137.0,NE,44.138824462890625,49.32743215719636
56,2014,06,09,18,00,22,4,-3.023462,-59.59619,127.0,142.0,NE,48.17513656616211,49.935467228012406
22,2014,06,09,18,00,22,5,-3.6343863,-59.90199,93.0,125.0,SE,94.06204223632812,54.58493041640591
14,2014,06,09,18,00,22,6,-3.9038682,-60.172077,78.0,110.0,SW,53.79566955566406,50.70225703235094
4,2014,06,09,18,00,22,7,-4.010805,-61.288704,72.0,48.0,SW,29.0056209564209,46.41001463408952
65,2014,06,09,18,00,22,8,-2.735775,-59.182602,143.0,165.0,NE,41.073482513427734,48.82728439041425
63,2014,06,09,18,00,22,9,-2.7898486,-59.470364,140.0,149.0,NE,31.168521881103516,46.90975926898759
25,2014,06,09,18,00,22,10,-3.5980353,-60.910084,95.0,69.0,SW,26.991214752197266,45.909858846590055
19,2014,06,09,18,00,22,11,-3.6523037,-60.316048,92.0,102.0,SW,48.04140853881836,49.91615167044485
11,2014,06,09,18,00,22,12,-3.903744,-60.51422,78.0,91.0,SW,37.860496520996094,48.26128084007244
9,2014,06,09,18,00,22,13,-3.9571366,-61.108536,75.0,58.0,SW,23.52332305908203,44.954278725092216
1,2014,06,09,18,00,22,14,-4.2271705,-60.442356,60.0,95.0,SW,27.652841567993164,46.07813620364567
18,2014,06,09,18,00,22,15,-3.6882813,-60.118023,90.0,113.0,SW,25.599876403808594,45.542105853333474
17,2014,06,09,18,00,22,16,-3.7241492,-59.613914,88.0,141.0,SE,42.68692398071289,49.095017727451385
16,2014,06,09,18,00,22,17,-3.7599034,-59.289818,86.0,159.0,SE,32.61441421508789,47.224853278235706
10,2014,06,09,18,00,22,18,-3.9027588,-61.46862,78.0,38.0,SW,27.201528549194336,45.96379290461541
8,2014,06,09,18,00,22,19,-3.9756684,-60.3882,74.0,98.0,SW,33.5958137512207,47.430862595824394
6,2014,06,09,18,00,22,20,-3.9933107,-60.874462,73.0,71.0,SW,24.86350440979004,45.339297407201954
2,2014,06,09,18,00,22,21,-4.119374,-60.4423,66.0,95.0,SW,38.2019157409668,48.32366223437644
67,2014,06,09,18,12,20,0,-3.5264997,-60.424007,99.0,96.0,SW,59.35994338989258,51.38619560616429
65,2014,06,09,18,12,20,1,-3.5264661,-60.496006,99.0,92.0,SW,89.18412017822266,54.21490047277071
44,2014,06,09,18,12,20,2,-3.6160946,-60.80209,94.0,75.0,SW,58.99359130859375,51.34317731973138
20,2014,06,09,18,12,20,3,-3.7241423,-59.595913,88.0,142.0,SE,75.38929748535156,53.047255098415185
40,2014,06,09,18,12,20,4,-3.6343904,-59.992,93.0,120.0,SW,52.90440368652344,50.586169134052156
23,2014,06,09,18,12,20,5,-3.7062318,-60.208046,89.0,108.0,SW,26.98712730407715,45.90880648011897
88,2014,06,09,18,12,20,6,-2.0173962,-59.740334,183.0,134.0,NE,30.871461868286133,46.84321508118019
83,2014,06,09,18,12,20,7,-2.735826,-59.254547,143.0,161.0,NE,62.86009979248047,51.784301014862436
10,2014,06,09,18,12,20,8,-3.9391716,-61.108513,76.0,58.0,SW,26.593669891357422,45.80675233316328
8,2014,06,09,18,12,20,9,-4.0835094,-60.26217,68.0,105.0,SW,35.037933349609375,47.722915671220385
4,2014,06,09,18,12,20,10,-4.1369834,-60.928642,65.0,68.0,SW,26.920639038085938,45.89166579490349
78,2014,06,09,18,12,20,11,-3.2562625,-61.30566,114.0,47.0,SW,29.478961944580078,46.52249493995324
15,2014,06,09,18,12,20,12,-3.7599523,-59.361835,86.0,155.0,SE,37.949668884277344,48.277627812208436
13,2014,06,09,18,12,20,13,-3.903199,-58.839516,78.0,184.0,SE,33.19506072998047,47.34747543696634
0,2014,06,09,18,12,20,14,-4.2991095,-59.73978,56.0,134.0,SE,29.159381866455078,46.44675297065491
82,2014,06,09,18,12,20,15,-2.8078394,-59.52432,139.0,146.0,NE,23.551698684692383,44.962655739421535
81,2014,06,09,18,12,20,16,-2.8436677,-59.32643,137.0,157.0,NE,42.298133850097656,49.03143927143178
80,2014,06,09,18,12,20,17,-3.0593395,-59.470234,125.0,149.0,NE,25.237457275390625,45.443029504370365
14,2014,06,09,18,12,20,18,-3.7600513,-60.44212,86.0,95.0,SW,40.993473052978516,48.81373538406745
2,2014,06,09,18,12,20,19,-4.2091355,-60.568443,61.0,88.0,SW,23.58751678466797,44.97321551205107
77,2014,06,09,18,24,25,0,-3.4725766,-60.47798,102.0,93.0,SW,72.39887237548828,52.76600878929321
49,2014,06,09,18,24,25,1,-3.6699917,-60.802135,91.0,75.0,SW,81.20504760742188,53.56362836142829
15,2014,06,09,18,24,25,2,-3.921098,-61.198532,77.0,53.0,SW,55.865753173828125,50.96463048840826
89,2014,06,09,18,24,25,3,-2.969598,-59.704155,130.0,136.0,NE,81.72110748291016,53.60764785345475
56,2014,06,09,18,24,25,4,-3.634202,-60.60408,93.0,86.0,SW,73.66445922851562,52.88642803726593
36,2014,06,09,18,24,25,5,-3.742101,-59.5779,87.0,143.0,SE,52.351375579833984,50.5131495189735
26,2014,06,09,18,24,25,6,-3.7780612,-60.3341,85.0,101.0,SW,136.45603942871094,57.170184147634416
30,2014,06,09,18,24,25,7,-3.760034,-60.478127,86.0,93.0,SW,50.05506134033203,50.20146792336096
81,2014,06,09,18,24,25,8,-3.0593648,-59.52421,125.0,146.0,NE,58.23738479614258,51.253529786171896
98,2014,06,09,18,24,25,9,-2.879726,-59.578255,135.0,143.0,NE,82.68009948730469,53.68871580517422
93,2014,06,09,18,24,25,10,-2.9515054,-59.398327,131.0,153.0,NE,54.612369537353516,50.80695628047151
61,2014,06,09,18,24,25,11,-3.5984576,-60.010002,95.0,119.0,SW,86.77043151855469,54.024248072634634
34,2014,06,09,18,24,25,12,-3.7599747,-59.397846,86.0,153.0,SE,53.57365036010742,50.673519780700865
0,2014,06,09,18,24,25,13,-4.6940203,-59.16287,34.0,166.0,SE,26.45394515991211,45.77014713905651
