,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
13,2015,03,31,00,00,4,0,-2.915281,-60.981426,133.0,65.0,NW,59.87109375,51.44577503008104
6,2015,03,31,00,00,4,1,-3.131221,-60.477818,121.0,93.0,NW,42.655616760253906,49.08991956990194
3,2015,03,31,00,00,4,2,-3.3826447,-60.657913,107.0,83.0,SW,37.386783599853516,48.173789624335505
0,2015,03,31,00,00,4,3,-4.100394,-58.533062,67.0,201.0,SE,31.8464298248291,47.059271994919065
17,2015,03,31,00,12,5,0,-2.9152122,-61.053383,133.0,61.0,NW,71.17092895507812,52.64714210818315
9,2015,03,31,00,12,5,1,-3.1311946,-60.531796,121.0,90.0,NW,54.399349212646484,50.77979922385566
1,2015,03,31,00,12,5,2,-4.0824842,-58.569115,68.0,199.0,SE,47.70221710205078,49.86691699077761
4,2015,03,31,00,12,5,3,-3.4006221,-60.639927,106.0,84.0,SW,39.06632995605469,48.479141777721246
3,2015,03,31,00,12,5,4,-3.4364376,-60.801937,104.0,75.0,SW,23.905155181884766,45.06616503331357
19,2015,03,31,00,24,5,0,-2.915176,-61.089363,133.0,59.0,NW,38.27100372314453,48.33621759658266
9,2015,03,31,00,24,5,1,-3.131185,-60.54979,121.0,89.0,NW,33.043453216552734,47.315666790280616
1,2015,03,31,00,24,5,2,-4.064573,-58.605164,69.0,197.0,SE,47.98801803588867,49.90842497115288
6,2015,03,31,00,24,5,3,-3.382608,-60.711906,107.0,80.0,SW,27.64345359802246,46.075776758142
4,2015,03,31,00,24,5,4,-3.436408,-60.837936,104.0,73.0,SW,32.84556579589844,47.27392791505453
14,2015,03,31,00,36,5,0,-3.4005985,-60.675922,106.0,82.0,SW,49.07292175292969,50.06377061603189
4,2015,03,31,00,36,5,1,-4.06465,-58.6592,69.0,194.0,SE,45.81266403198242,49.586068708270275
20,2015,03,31,00,36,5,2,-3.1491413,-60.56779,120.0,88.0,SW,29.435192108154297,46.51216994977777
22,2015,03,31,00,36,5,3,-3.0229292,-61.125454,127.0,57.0,NW,34.4508056640625,47.60549008051038
3,2015,03,31,00,36,5,4,-4.0823455,-58.479057,68.0,204.0,SE,26.010669708251953,45.6527245056401
15,2015,03,31,00,48,5,0,-3.4185266,-60.72993,105.0,79.0,SW,36.63481140136719,48.032603318266744
1,2015,03,31,00,48,5,1,-4.100366,-58.51505,67.0,202.0,SE,33.63618850708008,47.43920840029692
24,2015,03,31,00,48,5,2,-3.05882,-61.161476,125.0,55.0,NW,37.15043640136719,48.12972267228168
23,2015,03,31,00,48,5,3,-3.1669924,-60.747738,119.0,78.0,SW,39.0265998840332,48.47207141063176
7,2015,03,31,00,48,5,4,-4.046759,-58.713257,70.0,191.0,SE,33.94511032104492,47.502735548040754
7,2015,03,31,01,00,3,0,-4.0644927,-58.551132,69.0,200.0,SE,44.98354721069336,49.45915914161067
29,2015,03,31,01,00,3,1,-3.2388287,-60.783783,115.0,76.0,SW,50.780845642089844,50.30149881755196
18,2015,03,31,01,00,3,2,-3.4544713,-60.711956,103.0,80.0,SW,47.31048583984375,49.80961848334705
9,2015,03,31,01,12,4,0,-4.06452,-58.569145,69.0,199.0,SE,72.06549072265625,52.73393752884206
40,2015,03,31,01,12,4,1,-3.2567804,-60.801792,114.0,75.0,SW,73.2097396850586,52.84340175851301
18,2015,03,31,01,12,4,2,-4.0283656,-58.42512,71.0,207.0,SE,60.63847351074219,51.53427211666977
28,2015,03,31,01,12,4,3,-3.4903898,-60.729984,101.0,79.0,SW,81.50169372558594,53.58896610247357
51,2015,03,31,01,24,5,0,-3.2387712,-60.855762,115.0,72.0,SW,104.6734619140625,55.32768536509715
14,2015,03,31,01,24,5,1,-4.028395,-58.44313,71.0,206.0,SE,75.14456176757812,53.02466085344164
27,2015,03,31,01,24,5,2,-3.526308,-60.748013,99.0,78.0,SW,64.44644927978516,51.957483870298795
8,2015,03,31,01,24,5,3,-4.0466084,-58.605194,70.0,197.0,SE,45.02401351928711,49.465407255192886
58,2015,03,31,01,24,5,4,-2.9329412,-61.26928,132.0,49.0,NW,21.881105422973633,44.451408093679674
54,2015,03,31,01,36,7,0,-3.2926526,-60.873806,112.0,71.0,SW,48.80406951904297,50.02559654998692
14,2015,03,31,01,36,7,1,-3.9924667,-58.443195,73.0,206.0,SE,75.43690490722656,53.05164174020058
28,2015,03,31,01,36,7,2,-3.562253,-60.730038,97.0,79.0,SW,66.32947540283203,52.15760495654817
24,2015,03,31,01,36,7,3,-3.8305817,-58.317432,82.0,213.0,SE,42.998783111572266,49.145598596459266
40,2015,03,31,01,36,7,4,-3.4534597,-61.593903,103.0,31.0,SW,30.762130737304688,46.81856257351651
4,2015,03,31,01,36,7,5,-4.0646243,-58.641186,69.0,195.0,SE,30.07211685180664,46.660923960727985
68,2015,03,31,01,36,7,6,-2.9149106,-61.323227,133.0,46.0,NW,23.185771942138672,44.853844913123794
28,2015,03,31,01,48,5,0,-3.8306427,-58.353443,82.0,211.0,SE,74.57515716552734,52.97180679346017
9,2015,03,31,01,48,5,1,-3.9745317,-58.461235,74.0,205.0,SE,56.28276443481445,51.01630668439131
50,2015,03,31,01,48,5,2,-3.3284853,-60.981815,110.0,65.0,SW,58.19490432739258,51.24845929333887
41,2015,03,31,01,48,5,3,-3.4533727,-61.6479,103.0,28.0,SW,54.54853820800781,50.79882982631438
35,2015,03,31,01,48,5,4,-3.5442462,-60.784027,98.0,76.0,SW,37.13889694213867,48.12756396732339
13,2015,03,31,02,00,4,0,-3.9026463,-58.44335,78.0,206.0,SE,58.84440231323242,51.32558245340407
42,2015,03,31,02,00,4,1,-3.3464153,-61.017826,109.0,63.0,SW,52.20061492919922,50.49310986177485
32,2015,03,31,02,00,4,2,-3.5072043,-61.68399,100.0,26.0,SW,43.44253921508789,49.216943185789574
31,2015,03,31,02,00,4,3,-3.5621974,-60.802044,97.0,75.0,SW,23.015769958496094,44.80270808706685
4,2015,03,31,02,12,4,0,-3.9567063,-58.551308,75.0,200.0,SE,39.41200637817383,48.540356667055676
36,2015,03,31,02,12,4,1,-3.8307025,-58.389458,82.0,209.0,SE,73.91123962402344,52.909667736429284
56,2015,03,31,02,12,4,2,-3.3823278,-61.035862,107.0,62.0,SW,49.98411560058594,50.19161215304574
46,2015,03,31,02,12,4,3,-3.543101,-61.702057,98.0,25.0,SW,36.26034927368164,47.96121168578759
68,2015,03,31,02,24,5,0,-3.4001968,-61.12587,106.0,57.0,SW,52.21734619140625,50.49533669549916
38,2015,03,31,02,24,5,1,-3.5789974,-61.72012,96.0,24.0,SW,49.78183364868164,50.16343418441535
10,2015,03,31,02,24,5,2,-3.866963,-58.605473,80.0,197.0,SE,43.45917510986328,49.21960361750027
27,2015,03,31,02,24,5,3,-3.812797,-58.4255,83.0,207.0,SE,56.52212142944336,51.045795216469344
53,2015,03,31,02,24,5,4,-3.4716675,-61.431942,102.0,40.0,SW,43.25121307373047,49.18627263982138
10,2015,03,31,02,36,5,0,-3.8308184,-58.46148,82.0,205.0,SE,40.51848220825195,48.73275065503307
34,2015,03,31,02,36,5,1,-3.418079,-61.197884,105.0,53.0,SW,101.47594451904297,55.112109594074205
5,2015,03,31,02,36,5,2,-3.8670137,-58.641487,80.0,195.0,SE,40.17287063598633,48.673225816728745
23,2015,03,31,02,36,5,3,-3.5789344,-61.756123,96.0,22.0,SW,48.300838470458984,49.95357467472874
40,2015,03,31,02,36,5,4,-3.2020192,-61.557514,117.0,33.0,SW,25.725833892822266,45.57621133500846
17,2015,03,31,02,48,5,0,-3.7590714,-58.53362,86.0,201.0,SE,44.55118179321289,49.392047619033036
3,2015,03,31,02,48,5,1,-3.867063,-58.6775,80.0,193.0,SE,39.63820266723633,48.58012321824978
23,2015,03,31,02,48,5,2,-3.1479883,-61.6474,120.0,28.0,NW,28.185989379882812,46.21083249993583
20,2015,03,31,02,48,5,3,-3.4359782,-61.251904,104.0,50.0,SW,31.851469039916992,47.06037143630064
18,2015,03,31,02,48,5,4,-3.6508203,-61.738255,92.0,23.0,SW,23.302566528320312,44.88876006143563
3,2015,03,31,03,00,1,0,-3.7771654,-58.623615,85.0,196.0,SE,27.967937469482422,46.15686699604544
11,2015,03,31,03,12,4,0,-3.201702,-61.75545,117.0,22.0,SW,25.70980453491211,45.571880353843184
4,2015,03,31,03,12,4,1,-4.1725607,-58.749096,63.0,189.0,SE,25.901119232177734,45.62339645428363
7,2015,03,31,03,12,4,2,-3.8131688,-58.677578,83.0,193.0,SE,23.04463768005371,44.81141810555734
6,2015,03,31,03,12,4,3,-4.011011,-58.857388,72.0,183.0,SE,22.176912307739258,44.5447172236246
8,2015,03,31,05,24,3,0,-2.681554,-58.82292,146.0,185.0,NE,24.863420486450195,45.33927395274159
4,2015,03,31,05,24,3,1,-2.7532063,-58.642982,142.0,195.0,NE,31.95880699157715,47.083748899353964
0,2015,03,31,05,24,3,2,-2.9501839,-58.21098,131.0,219.0,NE,23.618003845214844,44.98219098022795
15,2015,03,31,05,36,6,0,-2.681646,-58.912853,146.0,180.0,NE,40.824886322021484,48.78509970233403
19,2015,03,31,05,36,6,1,-2.5020442,-58.966965,156.0,177.0,NE,35.7031135559082,47.85359741608768
7,2015,03,31,05,36,6,2,-2.771215,-58.678932,141.0,193.0,NE,28.152015686035156,46.20245188963107
5,2015,03,31,05,36,6,3,-2.78902,-58.553,140.0,200.0,NE,22.676485061645508,44.69951176783972
1,2015,03,31,05,36,6,4,-2.9502137,-58.22897,131.0,218.0,NE,33.53267288208008,47.417790713879775
2,2015,03,31,05,36,6,5,-2.896523,-58.35498,134.0,211.0,NE,26.209388732910156,45.705610232711926
22,2015,03,31,05,48,5,0,-2.7355592,-58.93079,143.0,179.0,NE,51.49505615234375,50.39854853351013
9,2015,03,31,05,48,5,1,-2.8965771,-58.390957,134.0,209.0,NE,31.03801727294922,46.880603484348086
