,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
1,2015,10,20,00,24,3,0,-3.5789661,-61.73812,96.0,23.0,SW,35.711639404296875,47.85525655962219
5,2015,10,20,00,24,3,1,-2.1782303,-61.430275,174.0,40.0,NW,27.459732055664062,46.02944067980947
0,2015,10,20,00,24,3,2,-3.974616,-61.46874,74.0,38.0,SW,22.328733444213867,44.59212538424111
0,2015,10,20,00,48,2,0,-3.6512587,-61.468216,92.0,38.0,SW,89.79083251953125,54.26201192872074
4,2015,10,20,00,48,2,1,-3.3997583,-61.46783,106.0,38.0,SW,25.34735679626465,45.473222806578015
9,2015,10,20,01,00,4,0,-3.4537032,-61.431915,103.0,40.0,SW,36.889678955078125,48.08077796701533
4,2015,10,20,01,00,4,1,-3.8490982,-61.306473,81.0,47.0,SW,33.562442779541016,47.4239569585204
1,2015,10,20,01,00,4,2,-4.1542306,-61.487057,64.0,37.0,SW,32.310813903808594,47.159866323971755
6,2015,10,20,01,00,4,3,-3.740701,-61.702415,87.0,25.0,SW,23.242708206176758,44.87088763697491
5,2015,10,20,01,12,3,0,-3.5974696,-61.396126,95.0,42.0,SW,66.09386444091797,52.13287828253908
13,2015,10,20,01,12,3,1,-3.31052,-60.981796,111.0,65.0,SW,22.423730850219727,44.62162590849005
0,2015,10,20,01,12,3,2,-4.1183023,-58.49701,66.0,203.0,SE,22.05136489868164,44.50526757060472
11,2015,10,20,01,24,9,0,-4.172279,-58.550953,63.0,200.0,SE,84.12592315673828,53.80917744453471
35,2015,10,20,01,24,9,1,-3.5974696,-61.396126,95.0,42.0,SW,163.93309020996094,58.44496596618727
0,2015,10,20,01,24,9,2,-4.3521104,-61.307236,53.0,47.0,SW,30.85848045349121,46.84029254126064
31,2015,10,20,01,24,9,3,-3.687463,-61.270237,90.0,49.0,SW,28.161638259887695,46.20482660650982
22,2015,10,20,01,24,9,4,-4.1003094,-61.504974,67.0,36.0,SW,29.173404693603516,46.450093822030034
41,2015,10,20,01,24,9,5,-3.2205842,-61.08968,116.0,59.0,SW,25.427892684936523,45.49526587471617
33,2015,10,20,01,24,9,6,-3.6329193,-61.702217,93.0,25.0,SW,25.167966842651367,45.42387008658524
34,2015,10,20,01,24,9,7,-3.6152484,-61.522167,94.0,35.0,SW,22.650875091552734,44.69165971921291
29,2015,10,20,01,24,9,8,-4.0285907,-61.4148,71.0,41.0,SW,26.82176399230957,45.86609734522839
16,2015,10,20,01,36,4,0,-4.154342,-58.568996,64.0,199.0,SE,72.7132339477539,52.79611532431672
21,2015,10,20,01,36,4,1,-3.0949845,-59.05639,123.0,172.0,NE,22.66002082824707,44.69446483207777
20,2015,10,20,01,36,4,2,-3.4364376,-60.801937,104.0,75.0,SW,25.41036033630371,45.49047313563305
19,2015,10,20,01,36,4,3,-3.6514134,-61.3602,92.0,44.0,SW,38.25331497192383,48.33300517896077
11,2015,10,20,01,48,3,0,-4.2083154,-58.622948,61.0,196.0,SE,54.53318405151367,50.79687364877098
1,2015,10,20,01,48,3,1,-4.550387,-60.712852,42.0,80.0,SW,34.94367980957031,47.7041981526075
20,2015,10,20,01,48,3,2,-3.5437899,-61.23404,98.0,51.0,SW,23.20638084411621,44.860018600669214
3,2015,10,20,02,00,3,0,-4.2982416,-58.694866,56.0,192.0,SE,51.82441329956055,50.44285026347613
11,2015,10,20,02,00,3,1,-4.011189,-60.964527,72.0,66.0,SW,25.245927810668945,45.44536133327345
8,2015,10,20,02,00,3,2,-4.2447586,-60.946777,59.0,67.0,SW,25.066553115844727,45.395813853182716
4,2015,10,20,02,12,1,0,-4.3522096,-58.748833,53.0,189.0,SE,78.46949005126953,53.32551324102507
2,2015,10,20,02,24,3,0,-4.4061985,-58.820824,50.0,185.0,SE,37.81239700317383,48.252447301081
7,2015,10,20,02,24,3,1,-1.5680269,-60.764744,208.0,77.0,NW,37.82843017578125,48.25539306199019
6,2015,10,20,02,24,3,2,-3.5257568,-61.288017,99.0,48.0,SW,27.40860366821289,46.01649053205074
5,2015,10,20,03,00,4,0,-1.6041976,-60.00997,206.0,119.0,NW,25.978790283203125,45.64420274134558
3,2015,10,20,03,00,4,1,-2.0884728,-61.376247,179.0,43.0,NW,26.047748565673828,45.66262301361978
1,2015,10,20,03,00,4,2,-3.184971,-60.72976,118.0,79.0,SW,38.63188934326172,48.40143513113528
0,2015,10,20,03,00,4,3,-3.4716675,-58.55206,102.0,200.0,SE,27.879640579223633,46.134894686126216
3,2015,10,20,05,48,6,0,-3.598099,-59.145924,95.0,167.0,SE,37.233177185058594,48.14518150957065
2,2015,10,20,05,48,6,1,-3.687214,-61.450268,90.0,39.0,SW,27.636947631835938,46.074141166408545
7,2015,10,20,05,48,6,2,-1.4603372,-59.416977,214.0,152.0,NE,26.58211326599121,45.80373202374754
6,2015,10,20,05,48,6,3,-1.5681846,-59.542732,208.0,145.0,NE,25.41581153869629,45.49196366040205
5,2015,10,20,05,48,6,4,-1.7298731,-60.45929,199.0,94.0,NW,22.058555603027344,44.507533098693074
0,2015,10,20,05,48,6,5,-3.8668027,-58.497433,80.0,203.0,SE,25.578092575073242,45.536190434726855
23,2015,10,20,18,11,6,0,-2.9156778,-60.35179,133.0,100.0,NW,145.2618865966797,57.60472684120444
9,2015,10,20,18,11,6,1,-3.1849582,-60.747753,118.0,78.0,SW,81.4653549194336,53.58586721967316
4,2015,10,20,18,11,6,2,-3.6701658,-60.550095,91.0,89.0,SW,67.76709747314453,52.30660211356653
1,2015,10,20,18,11,6,3,-3.903668,-60.640274,78.0,84.0,SW,46.000370025634766,49.61448115900413
17,2015,10,20,18,11,6,4,-2.9501536,-61.79101,131.0,20.0,NW,26.08573341369629,45.672748782893535
10,2015,10,20,18,11,6,5,-3.1850634,-60.585808,118.0,87.0,SW,27.466861724853516,46.031244615304345
23,2015,10,20,18,23,7,0,-2.8797114,-60.441723,135.0,95.0,NW,100.48136901855469,55.04366865299879
0,2015,10,20,18,23,7,1,-3.921609,-60.6763,77.0,82.0,SW,49.849544525146484,50.17287906897437
7,2015,10,20,18,23,7,2,-3.7599523,-60.622166,86.0,85.0,SW,52.39207077026367,50.51854898157245
33,2015,10,20,18,23,7,3,-2.5025132,-59.992,156.0,120.0,NW,55.056156158447266,50.863194150065645
9,2015,10,20,18,23,7,4,-3.598281,-60.586052,95.0,87.0,SW,38.76247024536133,48.424883090635326
12,2015,10,20,18,23,7,5,-3.167076,-60.621784,119.0,85.0,SW,31.350690841674805,46.95025380232971
11,2015,10,20,18,23,7,6,-3.184945,-60.765747,118.0,77.0,SW,24.191030502319336,45.14876986163348
33,2015,10,20,18,35,8,0,-2.915651,-60.423748,133.0,96.0,NW,98.82330322265625,54.9280498178441
23,2015,10,20,18,35,8,1,-3.5085175,-60.46,100.0,94.0,SW,70.76232147216797,52.607133111885275
51,2015,10,20,18,35,8,2,-2.5204792,-60.009983,155.0,119.0,NW,70.53760528564453,52.58503134086389
9,2015,10,20,18,35,8,3,-3.6880767,-60.64012,90.0,84.0,SW,46.320682525634766,49.66269915672782
29,2015,10,20,18,35,8,4,-3.1130407,-60.81967,122.0,74.0,NW,73.25971984863281,52.84814401348552
0,2015,10,20,18,35,8,5,-3.8856375,-60.730297,79.0,79.0,SW,37.218841552734375,48.14250558004912
25,2015,10,20,18,35,8,6,-3.2029738,-60.67579,117.0,82.0,SW,23.325092315673828,44.89547389688987
31,2015,10,20,18,35,8,7,-2.9860804,-61.791073,129.0,20.0,NW,22.7146053314209,44.71118308152593
29,2015,10,20,18,48,9,0,-2.8976698,-60.45972,134.0,94.0,NW,105.49530792236328,55.382030262249664
19,2015,10,20,18,48,9,1,-3.130947,-60.89166,121.0,70.0,NW,115.42069244384766,56.00683876376267
5,2015,10,20,18,48,9,2,-3.7060184,-60.67614,89.0,82.0,SW,115.90274047851562,56.035799233783166
39,2015,10,20,18,48,9,3,-2.8258204,-60.423714,138.0,96.0,NW,85.24382019042969,53.90090642588075
14,2015,10,20,18,48,9,4,-3.2029495,-60.711777,117.0,80.0,SW,65.43781280517578,52.06356035724784
11,2015,10,20,18,48,9,5,-3.435409,-61.64787,104.0,28.0,SW,40.604698181152344,48.74752054357053
31,2015,10,20,18,48,9,6,-2.8977423,-60.24385,134.0,106.0,NW,47.06521987915039,49.77350142807052
8,2015,10,20,18,48,9,7,-3.5264661,-60.496006,99.0,92.0,SW,69.19439697265625,52.451434817687655
7,2015,10,20,18,48,9,8,-3.562327,-60.622032,97.0,85.0,SW,58.034305572509766,51.22925663060207
26,2015,10,20,18,59,7,0,-2.915611,-60.5137,133.0,91.0,NW,91.42903900146484,54.387646436320345
20,2015,10,20,18,59,7,1,-3.148881,-60.92766,120.0,68.0,SW,112.88103485107422,55.852235672060424
36,2015,10,20,18,59,7,2,-2.771948,-60.351746,141.0,100.0,NW,62.012840270996094,51.69000592576644
16,2015,10,20,18,59,7,3,-3.1846912,-61.053654,118.0,61.0,SW,103.63043975830078,55.258097414201416
7,2015,10,20,18,59,7,4,-3.4353795,-61.66587,104.0,27.0,SW,41.17024230957031,48.8436347257187
4,2015,10,20,18,59,7,5,-3.6341164,-60.730095,93.0,79.0,SW,63.87271499633789,51.89534598585623
17,2015,10,20,18,59,7,6,-3.184945,-60.765747,118.0,77.0,SW,24.225078582763672,45.158543068889266
