,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
51,2015,03,23,00,00,8,0,-2.9871914,-59.056484,129.0,172.0,NE,57.92265701293945,51.21587556445842
17,2015,03,23,00,00,8,1,-3.1852171,-60.17194,118.0,110.0,SW,41.02607727050781,48.81925985522575
8,2015,03,23,00,00,8,2,-3.3468456,-60.40593,109.0,97.0,SW,50.963592529296875,50.32646051223664
2,2015,03,23,00,00,8,3,-4.3888063,-60.550552,51.0,89.0,SW,29.674156188964844,46.568354008674774
14,2015,03,23,00,00,8,4,-3.2211614,-59.902027,116.0,125.0,SE,29.481670379638672,46.523133336580955
6,2015,03,23,00,00,8,5,-3.8851457,-61.21649,79.0,52.0,SW,26.13409996032715,45.68562072304953
4,2015,03,23,00,00,8,6,-4.137331,-59.523678,65.0,146.0,SE,36.84332275390625,48.07204060618885
0,2015,03,23,00,00,8,7,-4.6042843,-60.712902,39.0,80.0,SW,22.377378463745117,44.607247269632104
73,2015,03,23,00,12,10,0,-2.9871755,-59.03849,129.0,173.0,NE,58.609432220458984,51.297780183348074
32,2015,03,23,00,12,10,1,-3.184889,-59.14628,118.0,167.0,SE,55.70869827270508,50.94506812556877
18,2015,03,23,00,12,10,2,-3.3288999,-60.351933,110.0,100.0,SW,45.76860427856445,49.57938265655241
23,2015,03,23,00,12,10,3,-3.2750616,-59.920017,113.0,124.0,SE,183.40902709960938,59.22503127090145
6,2015,03,23,00,12,10,4,-3.8851905,-61.180477,79.0,54.0,SW,25.464555740356445,45.50527761730243
28,2015,03,23,00,12,10,5,-3.2031834,-60.171944,117.0,110.0,SW,38.67359161376953,48.40893206615079
25,2015,03,23,00,12,10,6,-3.239049,-59.578114,115.0,143.0,SE,35.24301528930664,47.76346888936358
2,2015,03,23,00,12,10,7,-4.1193466,-59.487663,66.0,148.0,SE,23.29146957397461,44.885450215604685
1,2015,03,23,00,12,10,8,-4.227029,-60.67654,60.0,82.0,SW,23.12896156311035,44.836798106885865
0,2015,03,23,00,12,10,9,-4.3709583,-59.685707,52.0,137.0,SE,40.705692291259766,48.76478228127482
54,2015,03,23,00,24,12,0,-3.1309922,-59.14632,121.0,167.0,NE,54.67368698120117,50.81475374884767
66,2015,03,23,00,24,12,1,-3.0410554,-59.02045,126.0,174.0,NE,60.891998291015625,51.56326358093306
14,2015,03,23,00,24,12,2,-3.382763,-60.44194,107.0,95.0,SW,59.25608444213867,51.3740271651178
22,2015,03,23,00,24,12,3,-3.364895,-59.956005,108.0,122.0,SE,48.705406188964844,50.01153467002918
11,2015,03,23,00,24,12,4,-3.5622914,-60.676037,97.0,82.0,SW,56.77630615234375,51.07697410150241
33,2015,03,23,00,24,12,5,-3.2570353,-59.63209,114.0,140.0,SE,50.91661071777344,50.32005174828353
4,2015,03,23,00,24,12,6,-4.1373715,-59.613743,65.0,141.0,SE,67.27362823486328,52.25581757105579
