,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
1,2014,11,20,00,12,3,0,-4.4607954,-60.28031,47.0,104.0,SW,25.11469841003418,45.40914743343492
4,2014,11,20,00,12,3,1,-3.9395618,-60.694324,76.0,81.0,SW,42.3348503112793,49.03746841296125
3,2014,11,20,00,12,3,2,-4.352998,-60.280273,53.0,104.0,SW,24.520164489746094,45.24267402470025
1,2014,11,20,06,24,2,0,-3.2926679,-60.85581,112.0,72.0,SW,36.044677734375,47.91975830813613
4,2014,11,20,06,24,2,1,-3.0412056,-60.783634,126.0,76.0,NW,27.207134246826172,45.96522474928556
4,2014,11,20,06,36,7,0,-3.2747173,-60.8378,113.0,73.0,SW,31.163801193237305,46.90870675890928
19,2014,11,20,06,36,7,1,-2.3228495,-59.95604,166.0,122.0,NE,33.538265228271484,47.41894947511538
12,2014,11,20,06,36,7,2,-2.5564048,-60.11789,153.0,113.0,NW,73.17076110839844,52.83970111673314
16,2014,11,20,06,36,7,3,-2.358237,-61.10682,164.0,58.0,NW,26.007125854492188,45.65177770588082
9,2014,11,20,06,36,7,4,-2.825368,-61.071285,138.0,60.0,NW,47.45513916015625,49.83083197719529
7,2014,11,20,06,36,7,5,-3.0231225,-60.92755,127.0,68.0,NW,28.37763786315918,46.25791983223475
20,2014,11,20,06,36,7,6,-2.1611483,-59.884132,175.0,126.0,NE,26.234325408935547,45.71221837588454
21,2014,11,20,06,48,7,0,-2.574369,-60.135876,152.0,112.0,NW,69.18687438964844,52.45067933596421
30,2014,11,20,06,48,7,1,-2.448613,-59.938053,159.0,123.0,NE,68.01445770263672,52.331919791252986
6,2014,11,20,06,48,7,2,-3.2926526,-60.873806,112.0,71.0,SW,55.89730453491211,50.96855381195656
37,2014,11,20,06,48,7,3,-2.376148,-61.16078,163.0,55.0,NW,57.86079025268555,51.20844973058442
16,2014,11,20,06,48,7,4,-2.609595,-61.25093,150.0,50.0,NW,45.2919807434082,49.50664098056671
11,2014,11,20,06,48,7,5,-2.8792636,-61.07134,135.0,60.0,NW,27.059690475463867,45.92746514985912
