,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
23,2014,01,03,03,12,11,0,-4.370818,-59.397427,52.0,153.0,65.77607727050781
12,2014,01,03,03,12,11,1,-4.40675,-59.397404,50.0,153.0,68.78226470947266
53,2014,01,03,03,12,11,2,-4.1911907,-59.451595,62.0,150.0,46.90822982788086
36,2014,01,03,03,12,11,3,-4.316942,-59.4335,55.0,151.0,64.41094207763672
13,2014,01,03,03,12,11,4,-4.4067383,-59.379383,50.0,154.0,72.6207275390625
63,2014,01,03,03,12,11,5,-3.7773333,-58.749653,85.0,189.0,25.366416931152344
61,2014,01,03,03,12,11,6,-3.8857968,-59.505806,79.0,147.0,28.914827346801758
44,2014,01,03,03,12,11,7,-4.2447767,-60.92876,59.0,68.0,31.8539981842041
59,2014,01,03,03,12,11,8,-4.1552787,-59.487644,64.0,148.0,28.439348220825195
14,2014,01,03,03,12,11,9,-4.4061522,-58.784786,50.0,187.0,23.76249122619629
0,2014,01,03,03,12,11,10,-4.622033,-60.947216,38.0,67.0,27.03791046142578
