,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
26,2014,01,03,03,00,15,0,-4.2989655,-59.415497,56.0,152.0,133.56509399414062
52,2014,01,03,03,00,15,1,-4.1732035,-59.41558,63.0,152.0,47.68095016479492
15,2014,01,03,03,00,15,2,-4.3528404,-59.379425,53.0,154.0,65.51692962646484
33,2014,01,03,03,00,15,3,-4.2630105,-59.37949,58.0,154.0,55.89863204956055
5,2014,01,03,03,00,15,4,-4.478577,-60.64071,46.0,84.0,42.187652587890625
44,2014,01,03,03,00,15,5,-4.2089148,-60.856667,61.0,72.0,37.26811981201172
2,2014,01,03,03,00,15,6,-4.7482796,-59.793716,31.0,131.0,26.91413688659668
1,2014,01,03,03,00,15,7,-4.838121,-59.84778,26.0,128.0,22.650480270385742
57,2014,01,03,03,00,15,8,-3.7234159,-58.73172,88.0,190.0,21.872507095336914
56,2014,01,03,03,00,15,9,-3.7593684,-58.749676,86.0,189.0,25.421335220336914
24,2014,01,03,03,00,15,10,-4.316831,-59.271355,55.0,160.0,24.619937896728516
19,2014,01,03,03,00,15,11,-4.334824,-59.307373,54.0,158.0,22.14719009399414
10,2014,01,03,03,00,15,12,-4.406674,-59.289295,50.0,159.0,21.973962783813477
9,2014,01,03,03,00,15,13,-4.424667,-59.325314,49.0,157.0,34.44537353515625
4,2014,01,03,03,00,15,14,-4.5862093,-60.83904,40.0,73.0,26.171031951904297
