,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
35,2014,01,03,03,24,10,0,-4.191027,-59.217422,62.0,163.0,37.78830337524414
2,2014,01,03,03,24,10,1,-4.856046,-59.68552,25.0,137.0,44.70232391357422
20,2014,01,03,03,24,10,2,-4.4785233,-60.712788,46.0,80.0,29.119495391845703
15,2014,01,03,03,24,10,3,-4.532475,-60.640755,43.0,84.0,31.729822158813477
22,2014,01,03,03,24,10,4,-4.3347535,-59.21729,54.0,163.0,40.58330154418945
10,2014,01,03,03,24,10,5,-4.7482133,-59.595432,31.0,142.0,28.215999603271484
38,2014,01,03,03,24,10,6,-4.0652814,-59.235546,69.0,162.0,23.721210479736328
25,2014,01,03,03,24,10,7,-4.3166203,-59.037144,55.0,173.0,25.034957885742188
26,2014,01,03,03,24,10,8,-4.2807937,-59.145275,57.0,167.0,22.905029296875
12,2014,01,03,03,24,10,9,-4.5864215,-60.56871,40.0,88.0,24.814483642578125
