,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
0,2014,01,03,03,24,2,0,-4.891926,-59.5593,23.0,144.0,17.15604019165039
1,2014,01,03,03,24,2,0,-4.8919168,-59.54127,23.0,145.0,16.42512321472168
2,2014,01,03,03,24,2,0,-4.874024,-59.72157,24.0,135.0,12.656584739685059
3,2014,01,03,03,24,2,0,-4.8740187,-59.70354,24.0,136.0,18.361703872680664
4,2014,01,03,03,24,2,0,-4.8740125,-59.685513,24.0,137.0,35.022865295410156
5,2014,01,03,03,24,2,0,-4.856058,-59.721577,25.0,135.0,12.137711524963379
6,2014,01,03,03,24,2,0,-4.8560524,-59.70355,25.0,136.0,39.74321746826172
7,2014,01,03,03,24,2,0,-4.856046,-59.68552,25.0,137.0,44.70232391357422
8,2014,01,03,03,24,2,0,-4.8560395,-59.667492,25.0,138.0,40.36955261230469
9,2014,01,03,03,24,2,0,-4.856033,-59.64946,25.0,139.0,27.321224212646484
10,2014,01,03,03,24,2,0,-4.8559847,-59.54129,25.0,145.0,12.681479454040527
11,2014,01,03,03,24,2,0,-4.838086,-59.703552,26.0,136.0,17.775619506835938
12,2014,01,03,03,24,2,0,-4.83808,-59.685524,26.0,137.0,22.487770080566406
13,2014,01,03,03,24,2,0,-4.8380737,-59.6675,26.0,138.0,23.55661964416504
14,2014,01,03,03,24,2,0,-4.8380666,-59.64947,26.0,139.0,22.642330169677734
15,2014,01,03,03,24,2,0,-4.8380594,-59.631443,26.0,140.0,16.220989227294922
16,2014,01,03,03,24,2,0,-4.838009,-59.523273,26.0,146.0,12.569409370422363
17,2014,01,03,03,24,2,0,-4.820043,-59.523285,27.0,146.0,14.78643798828125
18,2014,01,03,03,24,2,0,-4.8200336,-59.505257,27.0,147.0,13.918864250183105
19,2014,01,03,03,24,2,0,-4.784129,-59.55936,29.0,144.0,13.798165321350098
20,2014,01,03,03,24,2,0,-4.78412,-59.541332,29.0,145.0,14.19784927368164
21,2014,01,03,03,24,2,0,-4.784111,-59.523308,29.0,146.0,14.983296394348145
22,2014,01,03,03,24,2,0,-4.766202,-59.6495,30.0,139.0,16.82878875732422
23,2014,01,03,03,24,2,0,-4.766195,-59.631477,30.0,140.0,23.56110191345215
24,2014,01,03,03,24,2,0,-4.766187,-59.61345,30.0,141.0,24.614656448364258
25,2014,01,03,03,24,2,0,-4.7661796,-59.595425,30.0,142.0,15.179792404174805
26,2014,01,03,03,24,2,0,-4.7661715,-59.577396,30.0,143.0,11.8755464553833
27,2014,01,03,03,24,2,0,-4.766154,-59.541344,30.0,145.0,12.740130424499512
28,2014,01,03,03,24,2,0,-4.7661448,-59.52332,30.0,146.0,13.27538013458252
29,2014,01,03,03,24,2,0,-4.7482285,-59.631485,31.0,140.0,11.913439750671387
30,2014,01,03,03,24,2,0,-4.7482214,-59.613457,31.0,141.0,19.5767879486084
31,2014,01,03,03,24,2,0,-4.7482133,-59.595432,31.0,142.0,28.215999603271484
32,2014,01,03,03,24,2,0,-4.748205,-59.577408,31.0,143.0,24.847213745117188
33,2014,01,03,03,24,2,0,-4.7481966,-59.55938,31.0,144.0,18.579090118408203
34,2014,01,03,03,24,2,0,-4.748188,-59.541355,31.0,145.0,17.986501693725586
35,2014,01,03,03,24,2,0,-4.7481785,-59.52333,31.0,146.0,17.174741744995117
36,2014,01,03,03,24,2,0,-4.730239,-59.577415,32.0,143.0,12.753357887268066
37,2014,01,03,03,24,2,0,-4.730231,-59.55939,32.0,144.0,13.0228853225708
38,2014,01,03,03,24,2,0,-4.69433,-59.631508,34.0,140.0,13.481518745422363
39,2014,01,03,03,24,2,0,-4.6943226,-59.613483,34.0,141.0,12.086691856384277
40,2014,01,03,03,24,2,1,-4.58641,-60.58673,40.0,87.0,14.316802024841309
41,2014,01,03,03,24,2,1,-4.5864215,-60.56871,40.0,88.0,24.814483642578125
42,2014,01,03,03,24,2,1,-4.586433,-60.550686,40.0,89.0,16.987651824951172
43,2014,01,03,03,24,2,1,-4.568432,-60.60474,41.0,86.0,20.40069007873535
44,2014,01,03,03,24,2,1,-4.568444,-60.586716,41.0,87.0,19.72445297241211
45,2014,01,03,03,24,2,1,-4.5684776,-60.532654,41.0,90.0,13.092937469482422
46,2014,01,03,03,24,2,1,-4.568488,-60.51463,41.0,91.0,14.88780689239502
47,2014,01,03,03,24,2,1,-4.5504537,-60.622746,42.0,85.0,26.180936813354492
48,2014,01,03,03,24,2,1,-4.550466,-60.604725,42.0,86.0,15.863775253295898
49,2014,01,03,03,24,2,1,-4.550478,-60.586704,42.0,87.0,12.814513206481934
50,2014,01,03,03,24,2,1,-4.532462,-60.658775,43.0,83.0,23.838420867919922
51,2014,01,03,03,24,2,1,-4.532475,-60.640755,43.0,84.0,31.729822158813477
52,2014,01,03,03,24,2,1,-4.532488,-60.622734,43.0,85.0,23.433576583862305
53,2014,01,03,03,24,2,1,-4.5325,-60.604713,43.0,86.0,13.294881820678711
54,2014,01,03,03,24,2,1,-4.514469,-60.6948,44.0,81.0,13.552634239196777
55,2014,01,03,03,24,2,1,-4.514483,-60.67678,44.0,82.0,20.591310501098633
56,2014,01,03,03,24,2,1,-4.5144963,-60.65876,44.0,83.0,16.597978591918945
57,2014,01,03,03,24,2,1,-4.4964895,-60.712807,45.0,80.0,23.012414932250977
58,2014,01,03,03,24,2,1,-4.4965034,-60.694786,45.0,81.0,22.053239822387695
59,2014,01,03,03,24,2,1,-4.496517,-60.676765,45.0,82.0,21.89872932434082
