,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
0,2014,01,03,03,00,2,0,-4.568338,-59.25311,41.0,161.0,12.169551849365234
1,2014,01,03,03,00,2,0,-4.5323453,-59.18106,43.0,165.0,12.602816581726074
2,2014,01,03,03,00,2,0,-4.442658,-59.36134,48.0,155.0,14.586456298828125
3,2014,01,03,03,00,2,0,-4.4426193,-59.30728,48.0,158.0,12.832794189453125
4,2014,01,03,03,00,2,0,-4.442606,-59.28926,48.0,159.0,17.363765716552734
5,2014,01,03,03,00,2,0,-4.4246798,-59.343334,49.0,156.0,13.063791275024414
6,2014,01,03,03,00,2,0,-4.424667,-59.325314,49.0,157.0,21.67496681213379
7,2014,01,03,03,00,2,0,-4.4246397,-59.28928,49.0,159.0,14.587221145629883
8,2014,01,03,03,00,2,1,-4.227029,-60.67654,60.0,82.0,12.169127464294434
9,2014,01,03,03,00,2,1,-4.2270417,-60.658527,60.0,83.0,15.792551040649414
10,2014,01,03,03,00,2,0,-4.2264557,-58.74902,60.0,189.0,12.407172203063965
11,2014,01,03,03,00,2,1,-4.2090497,-60.694542,61.0,81.0,20.434476852416992
12,2014,01,03,03,00,2,1,-4.209063,-60.67653,61.0,82.0,22.1103458404541
13,2014,01,03,03,00,2,1,-4.209076,-60.658512,61.0,83.0,20.635927200317383
14,2014,01,03,03,00,2,1,-4.191084,-60.694527,62.0,81.0,16.63304328918457
15,2014,01,03,03,00,2,1,-4.1010346,-60.946617,67.0,67.0,12.685400009155273
16,2014,01,03,03,00,2,1,-4.0830507,-60.964607,68.0,66.0,18.013957977294922
17,2014,01,03,03,00,2,1,-4.0831046,-60.910572,68.0,69.0,28.59923553466797
18,2014,01,03,03,00,2,1,-4.065067,-60.982597,69.0,65.0,12.88685417175293
19,2014,01,03,03,00,2,1,-4.0651217,-60.928566,69.0,68.0,18.60498809814453
20,2014,01,03,03,00,2,1,-4.0651393,-60.910553,69.0,69.0,11.550782203674316
21,2014,01,03,03,00,2,0,-4.0289974,-58.875374,71.0,182.0,20.526094436645508
22,2014,01,03,03,00,2,0,-4.011032,-58.875397,72.0,182.0,12.454241752624512
23,2014,01,03,03,00,2,0,-4.011011,-58.857388,72.0,183.0,20.41614532470703
24,2014,01,03,03,00,2,0,-3.9930458,-58.85741,73.0,183.0,14.964722633361816
25,2014,01,03,03,00,2,0,-3.9750593,-58.839424,74.0,184.0,13.271628379821777
26,2014,01,03,03,00,2,1,-3.7240317,-60.604137,88.0,86.0,12.249427795410156
