,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
20,2014,01,03,03,00,14,0,-4.209256,-60.31625,61.0,102.0,134.83566284179688
38,2014,01,03,03,00,14,1,-2.8974097,-59.110527,134.0,169.0,43.94072341918945
5,2014,01,03,03,00,14,2,-4.658357,-60.442596,36.0,95.0,33.90803146362305
45,2014,01,03,03,00,14,3,-2.6280768,-60.657444,149.0,83.0,50.39875411987305
32,2014,01,03,03,00,14,4,-3.041382,-59.488235,126.0,148.0,43.190059661865234
30,2014,01,03,03,00,14,5,-4.01168,-59.91996,72.0,124.0,53.193416595458984
47,2014,01,03,03,00,14,6,-2.3587756,-59.866135,164.0,127.0,62.81675338745117
35,2014,01,03,03,00,14,7,-3.0054817,-59.560215,128.0,144.0,41.42728805541992
27,2014,01,03,03,00,14,8,-4.101446,-59.631767,67.0,140.0,34.83118438720703
0,2014,01,03,03,00,14,9,-4.766045,-60.62292,30.0,85.0,22.82558250427246
44,2014,01,03,03,00,14,10,-2.646009,-59.27259,148.0,160.0,30.025840759277344
37,2014,01,03,03,00,14,11,-2.8977332,-60.279827,134.0,104.0,34.75667953491211
7,2014,01,03,03,00,14,12,-4.604484,-60.388496,39.0,98.0,22.483150482177734
3,2014,01,03,03,00,14,13,-4.658152,-60.749,36.0,78.0,29.995019912719727
