,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
0,2014,01,03,03,48,30,17,-4.8199425,-60.622963,27.0,85.0,14.571172714233398
1,2014,01,03,03,48,30,17,-4.8019505,-60.659004,28.0,83.0,25.839183807373047
2,2014,01,03,03,48,30,17,-4.801964,-60.640976,28.0,84.0,20.287538528442383
3,2014,01,03,03,48,30,17,-4.8019767,-60.622948,28.0,85.0,11.989535331726074
4,2014,01,03,03,48,30,12,-4.784129,-60.42464,29.0,96.0,16.670780181884766
5,2014,01,03,03,48,30,12,-4.7841377,-60.406612,29.0,97.0,19.951173782348633
6,2014,01,03,03,48,30,12,-4.784146,-60.388588,29.0,98.0,19.94729995727539
7,2014,01,03,03,48,30,12,-4.7841535,-60.37056,29.0,99.0,12.038028717041016
8,2014,01,03,03,48,30,12,-4.766154,-60.442657,30.0,95.0,12.30661392211914
9,2014,01,03,03,48,30,12,-4.766163,-60.42463,30.0,96.0,13.993956565856934
10,2014,01,03,03,48,30,12,-4.7661715,-60.406605,30.0,97.0,13.94387149810791
11,2014,01,03,03,48,30,12,-4.7661796,-60.388577,30.0,98.0,12.932568550109863
12,2014,01,03,03,48,30,12,-4.766187,-60.370552,30.0,99.0,16.123075485229492
13,2014,01,03,03,48,30,9,-4.7482214,-60.370544,31.0,99.0,13.419757843017578
14,2014,01,03,03,48,30,9,-4.7482285,-60.352516,31.0,100.0,15.52322006225586
15,2014,01,03,03,48,30,9,-4.7482357,-60.33449,31.0,101.0,17.463510513305664
16,2014,01,03,03,48,30,11,-4.730239,-60.406586,32.0,97.0,15.987377166748047
17,2014,01,03,03,48,30,11,-4.7302475,-60.38856,32.0,98.0,29.605098724365234
18,2014,01,03,03,48,30,9,-4.730255,-60.370533,32.0,99.0,36.009037017822266
19,2014,01,03,03,48,30,9,-4.7302623,-60.35251,32.0,100.0,35.82627487182617
