DATETIME,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
2014-01-04 18:48:13,11,1,-2.9696028,-59.722145,130,135,NE,60.10963439941406,51.47340534060751
2014-01-04 18:48:13,11,2,-3.0414836,-59.794094,126,131,NE,110.82007598876953,55.72419505452033
2014-01-04 18:48:13,11,3,-3.5804913,-59.974,96,121,SE,81.70008850097656,53.6058603882997
2014-01-04 18:48:13,11,4,-3.508585,-60.28,100,104,SW,56.167057037353516,51.00200665934982
2014-01-04 18:48:13,11,5,-4.1009197,-61.054684,67,61,SW,26.918197631835938,45.89103559450318
2014-01-04 18:48:13,11,6,-2.9513357,-59.146465,131,167,NE,32.453853607177734,47.19056032167746
2014-01-04 18:48:13,11,7,-4.38868,-60.73073,51,79,SW,37.37312698364258,48.17125094045252
2014-01-04 18:48:13,11,8,-2.6999617,-59.362488,145,155,NE,35.996063232421875,47.91038005339408
2014-01-04 18:48:13,11,9,-4.1551104,-60.748535,64,78,SW,31.36737632751465,46.95395106657329
2014-01-04 18:48:13,11,10,-2.8079255,-59.812122,139,130,NE,21.890790939331055,44.45448321116949
2014-01-04 19:00:12,11,0,-2.8437865,-59.56028,137,144,NE,88.93580627441406,54.1955263029805
2014-01-04 19:00:12,11,1,-4.4784794,-60.76685,46,77,SW,102.1478042602539,55.157964526237365
2014-01-04 19:00:12,11,2,-2.7179928,-59.48838,144,148,NE,47.51979064941406,49.84029225541387
2014-01-04 19:00:12,11,3,-2.9696114,-59.758125,130,133,NE,34.196475982666016,47.554001611368065
2014-01-04 19:00:12,11,4,-4.154795,-61.072765,64,60,SW,38.933738708496094,48.455517715388304
2014-01-04 19:00:12,11,5,-2.8438609,-59.830105,137,129,NE,54.372249603271484,50.77633678735645
2014-01-04 19:00:12,11,6,-2.9336827,-60.20788,132,108,NW,44.422157287597656,49.3718942847684
2014-01-04 19:00:12,11,7,-3.0953858,-59.812077,123,130,NE,45.37779998779297,49.51979494127354
2014-01-04 19:00:12,11,8,-2.951377,-59.200436,131,164,NE,31.67425537109375,47.02160257843922
2014-01-04 19:00:12,11,9,-3.5265403,-60.316006,99,102,SW,46.45783996582031,49.683244174680226
2014-01-04 19:00:12,11,10,-3.5984578,-59.992,95,120,SW,69.8458251953125,52.51654719984621
2014-01-04 19:12:11,10,0,-2.8617792,-59.63223,136,140,NE,55.31324768066406,50.89556649312531
2014-01-04 19:12:11,10,1,-4.478432,-60.820908,46,74,SW,49.56515884399414,50.13312399379604
2014-01-04 19:12:11,10,2,-2.9696274,-59.848076,130,128,NE,88.08500671386719,54.12873182506679
2014-01-04 19:12:11,10,3,-3.3468661,-60.35194,109,100,SW,66.1966552734375,52.143676698131394
2014-01-04 19:12:11,10,4,-2.951641,-60.243862,131,106,NW,56.51982879638672,51.04551335922717
2014-01-04 19:12:11,10,5,-2.7179756,-59.452408,144,150,NE,40.99686813354492,48.81431085273271
2014-01-04 19:12:11,10,6,-2.7539487,-59.542328,142,145,NE,36.679969787597656,48.04116346512444
2014-01-04 19:12:11,10,7,-3.2210515,-60.47786,116,93,SW,31.99283218383789,47.09114296390869
2014-01-04 19:12:11,10,8,-2.6819038,-59.218613,146,163,NE,39.651485443115234,48.58245134397105
2014-01-04 19:12:11,10,9,-3.11336,-59.86605,122,127,NE,35.08734893798828,47.732708850606826
2014-01-04 19:24:12,10,0,-2.6820688,-59.506382,146,147,NE,40.20343780517578,48.67851101732732
2014-01-04 19:24:12,10,1,-2.987598,-59.884056,129,126,NE,61.74807357788086,51.66027456437707
2014-01-04 19:24:12,10,2,-2.771929,-59.578293,141,143,NE,33.15822219848633,47.33975975659027
2014-01-04 19:24:12,10,3,-3.364819,-60.38794,108,98,SW,58.38362121582031,51.27095641091563
2014-01-04 19:24:12,10,4,-4.5322785,-60.875027,43,71,SW,30.412761688232422,46.73919369848012
2014-01-04 19:24:12,10,5,-2.969593,-60.297836,130,103,NW,29.856399536132812,46.61089889747123
2014-01-04 19:24:12,10,6,-3.2389908,-60.531853,115,90,SW,36.466896057128906,48.0006807432258
2014-01-04 19:24:12,10,7,-2.3756971,-61.538387,163,34,NW,22.621395111083984,44.68261012158753
2014-01-04 19:24:12,10,8,-2.8977332,-59.704174,134,136,NE,27.094968795776367,45.936518439657476
2014-01-04 19:24:12,10,9,-3.6331565,-58.4258,93,207,SE,22.58634376525879,44.67183489805004
2014-01-04 19:36:12,6,0,-2.8259065,-59.974014,138,121,NE,66.80973815917969,52.20773627135163
2014-01-04 19:36:12,6,1,-2.825885,-59.776142,138,132,NE,68.34109497070312,52.365210882178836
2014-01-04 19:36:12,6,2,-3.382763,-60.44194,107,95,SW,45.97217559814453,49.610220866907625
2014-01-04 19:36:12,6,3,-2.7899082,-59.61426,140,141,NE,24.98097038269043,45.372048828335316
2014-01-04 19:36:12,6,4,-4.5501523,-60.965153,42,66,SW,34.094844818115234,47.533319446304205
2014-01-04 19:36:12,6,5,-3.077201,-59.290302,124,159,NE,32.99386978149414,47.30523205292482
2014-01-04 19:48:11,5,0,-2.7540264,-59.81213,142,130,NE,97.55358123779297,54.83819143148181
2014-01-04 19:48:11,5,1,-3.3108146,-60.603874,111,86,SW,75.38094329833984,53.046485041448015
2014-01-04 19:48:11,5,2,-2.8438728,-59.97401,137,121,NE,69.75145721435547,52.50715251847513
2014-01-04 19:48:11,5,3,-2.879767,-60.279823,135,104,NW,80.8337173461914,53.53178077912708
2014-01-04 19:48:11,5,4,-4.3342686,-61.217125,54,52,SW,28.060861587524414,46.17991598192852
2014-01-04 20:00:11,8,0,-2.9157367,-60.04597,133,117,NW,43.32431411743164,49.19800709216857
2014-01-04 20:00:11,8,1,-3.3467128,-60.657887,109,83,SW,77.6080093383789,53.24880465800075
2014-01-04 20:00:11,8,2,-2.7360713,-59.90207,143,125,NE,63.49824523925781,51.85448753776817
2014-01-04 20:00:11,8,3,-2.7360501,-59.758175,143,133,NE,39.64436340332031,48.58120313231361
2014-01-04 20:00:11,8,4,-2.897723,-60.315807,134,102,NW,56.182552337646484,51.00392339721628
2014-01-04 20:00:11,8,5,-2.6641567,-59.650276,147,139,NE,25.926084518432617,45.6300908764333
2014-01-04 20:00:11,8,6,-2.8618295,-59.84809,136,128,NE,26.68961524963379,45.83177696718952
2014-01-04 20:00:11,8,7,-2.8977597,-60.153904,134,111,NW,41.45914077758789,48.89222471327122
2014-01-04 20:12:12,7,0,-2.7360744,-59.956028,143,122,NE,90.92530822753906,54.34925646773308
2014-01-04 20:12:12,7,1,-4.6399198,-58.96467,37,177,SE,62.153465270996094,51.70574550983174
2014-01-04 20:12:12,7,2,-2.933702,-60.06396,132,116,NW,47.73359680175781,49.87148652260772
2014-01-04 20:12:12,7,3,-3.3466887,-60.693882,109,81,SW,41.21630859375,48.85140544456022
2014-01-04 20:12:12,7,4,-2.9156716,-60.36978,133,99,NW,43.02394485473633,49.14966360831136
2014-01-04 20:12:12,7,5,-2.7719896,-59.79414,141,131,NE,22.038841247558594,44.50132006156981
2014-01-04 20:12:12,7,6,-3.5445485,-59.847996,98,128,SE,33.32135009765625,47.37386139049591
2014-01-04 20:24:12,6,0,-4.604068,-59.036808,39,173,SE,52.28383255004883,50.50417859770132
2014-01-04 20:24:12,6,1,-2.7360728,-60.063946,143,116,NW,72.25238800048828,52.75193524389496
2014-01-04 20:24:12,6,2,-2.5564027,-59.84813,153,128,NE,45.677494049072266,49.56553627185852
2014-01-04 20:24:12,6,3,-2.6642046,-59.884087,147,126,NE,61.02239227294922,51.578127626605465
2014-01-04 20:24:12,6,4,-2.9336789,-60.22587,132,107,NW,30.92278480529785,46.854757527107665
2014-01-04 20:24:12,6,5,-3.3287103,-59.272137,110,160,SE,26.03868865966797,45.660205698136245
2014-01-04 20:36:10,7,0,-2.7360728,-60.063946,143,116,NW,60.7173957824707,51.543310133442816
2014-01-04 20:36:10,7,1,-2.592341,-59.902077,151,125,NE,112.50799560546875,55.829234157425425
2014-01-04 20:36:10,7,2,-4.6220884,-59.090855,38,170,SE,64.16287994384766,51.926841540222384
2014-01-04 20:36:10,7,3,-2.8438067,-60.369755,137,99,NW,29.20767593383789,46.45825197851305
2014-01-04 20:36:10,7,4,-3.4364657,-60.76594,104,77,SW,85.51764678955078,53.923191825046146
2014-01-04 20:36:10,7,5,-2.9336658,-60.27984,132,104,NW,21.8027286529541,44.42647355322209
2014-01-04 20:36:10,7,6,-3.7777073,-60.892254,85,70,SW,30.506282806396484,46.760528629284266
2014-01-04 20:48:10,6,0,-4.6940527,-59.198917,34,164,SE,74.93785858154297,53.00552041375235
2014-01-04 20:48:10,6,1,-2.7001352,-60.117905,145,113,NW,96.71341705322266,54.778087603679985
2014-01-04 20:48:10,6,2,-2.592344,-59.95603,151,122,NE,97.76908111572266,54.853524492325135
2014-01-04 20:48:10,6,3,-3.5083687,-60.711998,100,80,SW,45.60471725463867,49.554456236358575
2014-01-04 20:48:10,6,4,-3.3647015,-59.362095,108,155,SE,29.69479751586914,46.573185848443124
2014-01-04 20:48:10,6,5,-3.6342964,-59.559944,93,144,SE,47.098915100097656,49.778474412454166
2014-01-04 21:00:11,11,0,-4.604208,-59.18099,39,165,SE,46.831356048583984,49.738887690938505
2014-01-04 21:00:11,11,1,-2.7180874,-60.207836,144,108,NW,80.63615417480469,53.514776861372255
2014-01-04 21:00:11,11,2,-3.4902256,-60.92798,101,68,SW,50.88511657714844,50.315752337722074
2014-01-04 21:00:11,11,3,-3.6702363,-59.57793,91,143,SE,98.56639862060547,54.9099621769181
2014-01-04 21:00:11,11,4,-2.6103108,-60.009987,150,119,NW,64.92547607421875,52.0089422419506
2014-01-04 21:00:11,11,5,-3.6703188,-59.901985,91,125,SE,65.1756362915039,52.035664432745314
2014-01-04 21:00:11,11,6,-2.969369,-60.7476,130,78,NW,35.139068603515625,47.742943891010924
2014-01-04 21:00:11,11,7,-3.436554,-59.34405,104,156,SE,34.37800216674805,47.59079011057155
2014-01-04 21:00:11,11,8,-3.0233593,-60.603706,127,86,NW,38.98678207397461,48.46497820430946
2014-01-04 21:00:11,11,9,-3.7417426,-60.928226,87,68,SW,26.103689193725586,45.677530194055
2014-01-04 21:00:11,11,10,-4.029098,-58.965424,71,177,SE,23.28057289123535,44.882198569152045
2014-01-04 21:12:11,12,0,-4.6042395,-59.217033,39,163,SE,58.8587532043457,51.32727688895578
2014-01-04 21:12:11,12,1,-3.5261397,-60.946014,99,67,SW,87.99899291992188,54.1219431888928
2014-01-04 21:12:11,12,2,-2.682155,-60.20783,146,108,NW,53.0198974609375,50.60132209238355
2014-01-04 21:12:11,12,3,-3.4904742,-59.380016,101,154,SE,84.88914489746094,53.87193449876893
2014-01-04 21:12:11,12,4,-3.6882236,-59.631935,90,140,SE,59.8133430480957,51.43906917891961
2014-01-04 21:12:11,12,5,-4.0471015,-59.001423,70,175,SE,56.254154205322266,51.01277354622836
2014-01-04 21:12:11,12,6,-4.7301,-59.343086,32,156,SE,33.163543701171875,47.34087485319862
2014-01-04 21:12:11,12,7,-4.8379683,-59.451164,26,150,SE,44.24592208862305,49.344271960880775
2014-01-04 21:12:11,12,8,-2.9693153,-60.81956,130,74,NW,28.42005729675293,46.26829914318876
2014-01-04 21:12:11,12,9,-3.6161766,-60.694077,94,81,SW,40.49560546875,48.72882630368981
2014-01-04 21:12:11,12,10,-2.6103072,-60.081924,150,115,NW,26.271841049194336,45.72214808245948
2014-01-04 21:12:11,12,11,-3.6882877,-59.937992,90,123,SE,23.216732025146484,44.86311737494731
2014-01-04 21:24:10,13,0,-4.6223416,-59.397243,38,153,SE,105.1482162475586,55.359130510855444
2014-01-04 21:24:10,13,1,-3.5620177,-61.000053,97,64,SW,61.806827545166016,51.6668831959663
2014-01-04 21:24:10,13,2,-3.7062135,-59.70394,89,136,SE,98.0684585571289,54.87476954224681
2014-01-04 21:24:10,13,3,-3.4904954,-59.41601,101,152,SE,88.18748474121094,54.13681125190206
2014-01-04 21:24:10,13,4,-2.7539878,-60.33375,142,101,NW,73.7802734375,52.89734412360093
2014-01-04 21:24:10,13,5,-4.083139,-59.10945,68,169,SE,72.59022521972656,52.78435025832282
2014-01-04 21:24:10,13,6,-3.5079463,-61.161995,100,55,SW,48.53144073486328,49.98667090457114
2014-01-04 21:24:10,13,7,-4.802095,-59.55935,28,144,SE,28.4484920501709,46.27524797247294
2014-01-04 21:24:10,13,8,-2.9693012,-60.83755,130,73,NW,43.126197814941406,49.16615868663957
2014-01-04 21:24:10,13,9,-3.0951421,-60.729694,123,79,NW,51.59617233276367,50.41217971091768
2014-01-04 21:24:10,13,10,-3.202391,-61.287598,117,48,SW,30.262901306152344,46.70486894097551
2014-01-04 21:24:10,13,11,-4.154596,-58.749123,64,189,SE,25.575918197631836,45.535599704038454
2014-01-04 21:24:10,13,12,-3.742188,-59.973995,87,121,SE,30.4046630859375,46.73734308237309
2014-01-04 21:36:09,16,0,-4.586433,-59.433315,40,151,SE,47.668758392333984,49.862041399721555
2014-01-04 21:36:09,16,1,-4.1190863,-59.127426,66,168,SE,56.22749328613281,51.009479514731055
2014-01-04 21:36:09,16,2,-3.5979114,-61.036095,95,62,SW,57.69124221801758,51.188058202468866
2014-01-04 21:36:09,16,3,-3.7421603,-59.757942,87,133,SE,121.03429412841797,56.3368350242511
2014-01-04 21:36:09,16,4,-4.82012,-59.70356,27,136,SE,48.857215881347656,50.033159399176455
2014-01-04 21:36:09,16,5,-2.7539558,-60.423687,142,96,NW,100.65045166015625,55.05535160604457
2014-01-04 21:36:09,16,6,-3.5444322,-59.487984,98,148,SE,87.78471374511719,54.1050023133472
2014-01-04 21:36:09,16,7,-3.0411344,-60.873592,126,71,NW,104.71607971191406,55.330513957134706
2014-01-04 21:36:09,16,8,-2.646185,-60.351707,148,100,NW,58.26322937011719,51.25661279990637
2014-01-04 21:36:09,16,9,-3.1130686,-60.783688,122,76,NW,86.4246826171875,53.996504649925534
2014-01-04 21:36:09,16,10,-3.220333,-61.305614,116,47,SW,51.64561462402344,50.41883516051148
2014-01-04 21:36:09,16,11,-2.9510298,-61.161358,131,55,NW,43.01742935180664,49.14861122271173
2014-01-04 21:36:09,16,12,-4.7662587,-59.865818,30,127,SE,55.36933517456055,50.90260889941823
2014-01-04 21:36:09,16,13,-3.4899387,-61.19797,101,53,SW,36.86876678466797,48.07683773628362
2014-01-04 21:36:09,16,14,-4.1726074,-58.785122,63,187,SE,30.74150848388672,46.81390274847181
2014-01-04 21:36:09,16,15,-4.5144553,-59.27118,44,160,SE,53.7880973815918,50.701278876329184
2014-01-04 21:48:09,11,0,-4.586433,-59.433315,40,151,SE,50.83342742919922,50.30869024256367
2014-01-04 21:48:09,11,1,-3.5803819,-59.523968,96,146,SE,159.15011596679688,58.23921130722296
2014-01-04 21:48:09,11,2,-3.7781043,-59.81195,85,130,SE,132.78173828125,56.98051355365321
2014-01-04 21:48:09,11,3,-3.0590694,-60.909588,125,69,NW,67.52450561523438,52.2816825671634
2014-01-04 21:48:09,11,4,-3.2382514,-61.34163,115,45,SW,37.74381637573242,48.23983292779327
2014-01-04 21:48:09,11,5,-4.8201256,-59.72159,27,135,SE,31.54063606262207,46.99222711277784
2014-01-04 21:48:09,11,6,-3.1130407,-60.81967,122,74,NW,40.39060592651367,48.710785850416805
2014-01-04 21:48:09,11,7,-2.7718992,-60.477657,141,93,NW,44.863853454589844,49.440645130285446
2014-01-04 21:48:09,11,8,-3.5978334,-61.1081,95,58,SW,44.08924865722656,49.31962312305459
2014-01-04 21:48:09,11,9,-3.5437899,-61.23404,98,51,SW,25.842472076416016,45.60764484747683
2014-01-04 21:48:09,11,10,-4.137052,-59.127407,65,168,SE,28.536455154418945,46.296700330263306
2014-01-04 22:00:09,9,0,-3.616338,-59.577957,94,143,SE,172.9993133544922,58.8190100268673
2014-01-04 22:00:09,9,1,-4.1729665,-59.10936,63,169,SE,40.780155181884766,48.777481941894436
2014-01-04 22:00:09,9,2,-4.784212,-59.79371,29,131,SE,39.82087707519531,48.6120730983189
2014-01-04 22:00:09,9,3,-3.1129816,-60.891644,122,70,NW,97.9461669921875,54.86609907760907
2014-01-04 22:00:09,9,4,-3.7960765,-59.847958,84,128,SE,79.83431243896484,53.44533338619149
2014-01-04 22:00:09,9,5,-3.2920485,-61.413685,112,41,SW,40.93560028076172,48.80391856909468
2014-01-04 22:00:09,9,6,-4.6224504,-59.595497,38,142,SE,22.577098846435547,44.66899010709206
2014-01-04 22:00:09,9,7,-2.9868991,-61.21537,129,52,NW,24.796201705932617,45.32046252438234
2014-01-04 22:00:09,9,8,-3.7781205,-59.973995,85,121,SE,23.138431549072266,44.839642624324355
2014-01-04 22:12:08,11,0,-4.766253,-59.829765,30,129,SE,47.550941467285156,49.84484587682517
2014-01-04 22:12:08,11,1,-3.634325,-59.631954,93,140,SE,135.56173706054688,57.12449395923532
2014-01-04 22:12:08,11,2,-4.6224656,-59.631542,38,140,SE,35.3278923034668,47.780183601041315
2014-01-04 22:12:08,11,3,-3.184828,-60.9097,118,69,SW,102.16465759277344,55.159110897322535
2014-01-04 22:12:08,11,4,-3.8320155,-59.90197,82,125,SE,83.56390380859375,53.7625994842698
2014-01-04 22:12:08,11,5,-4.244829,-59.109283,59,169,SE,33.28799057006836,47.3669012327444
2014-01-04 22:12:08,11,6,-4.298558,-58.947086,56,178,SE,55.38820266723633,50.90497631875828
2014-01-04 22:12:08,11,7,-4.2270017,-59.27143,60,160,SE,34.795448303222656,47.67465893744851
2014-01-04 22:12:08,11,8,-3.040987,-61.035515,126,62,NW,57.213417053222656,51.13026614289146
2014-01-04 22:12:08,11,9,-4.064294,-58.425056,69,207,SE,37.82809066772461,48.25533069740925
2014-01-04 22:12:08,11,10,-3.3279524,-61.431732,110,40,SW,23.943883895874023,45.07741352366497
2014-01-04 22:24:08,13,0,-3.7062135,-59.70394,89,136,SE,116.44027709960938,56.06795164117587
2014-01-04 22:24:08,13,1,-4.7303205,-59.829773,32,129,SE,57.5017204284668,51.1651933774581
2014-01-04 22:24:08,13,2,-4.6763954,-59.721638,35,135,SE,55.3518180847168,50.900410201070855
2014-01-04 22:24:08,13,3,-3.2027445,-60.9637,117,66,SW,97.79142761230469,54.85511253649798
2014-01-04 22:24:08,13,4,-4.100281,-58.461014,67,205,SE,66.32951354980469,52.157608952844505
2014-01-04 22:24:08,13,5,-3.3638556,-61.44978,108,39,SW,71.79741668701172,52.708041050308424
2014-01-04 22:24:08,13,6,-3.867951,-59.93798,80,123,SE,92.678466796875,54.48196140519673
2014-01-04 22:24:08,13,7,-4.3166203,-59.037144,55,173,SE,32.81316375732422,47.26706965128085
2014-01-04 22:24:08,13,8,-3.13072,-61.12557,121,57,NW,41.07253646850586,48.82712433899584
2014-01-04 22:24:08,13,9,-3.6335454,-61.288166,93,48,SW,57.64883041381836,51.18294796788935
2014-01-04 22:24:08,13,10,-4.262947,-59.289413,58,159,SE,32.98331832885742,47.30300949675885
2014-01-04 22:24:08,13,11,-2.7359326,-59.434414,143,151,NE,25.338281631469727,45.470734499968295
2014-01-04 22:24:08,13,12,-4.496653,-59.523476,45,146,SE,22.24566078186035,44.56622492456862
2014-01-04 22:36:09,14,0,-3.724194,-59.75795,88,133,SE,123.48279571533203,56.47600321386338
2014-01-04 22:36:09,14,1,-4.694367,-59.739655,34,134,SE,34.251182556152344,47.565109085221295
2014-01-04 22:36:09,14,2,-3.2206929,-60.981712,116,65,SW,56.39432907104492,51.03006690349989
2014-01-04 22:36:09,14,3,-3.3459167,-61.431755,109,40,SW,67.26832580566406,52.255269860088575
2014-01-04 22:36:09,14,4,-4.2809763,-59.37948,57,154,SE,64.19334411621094,51.93013996625158
2014-01-04 22:36:09,14,5,-3.6694272,-61.32422,91,46,SW,80.19139862060547,53.4763445660067
2014-01-04 22:36:09,14,6,-3.1486454,-61.161575,120,55,SW,53.3161506652832,50.64004054154013
2014-01-04 22:36:09,14,7,-3.849986,-59.992,81,120,SW,28.219877243041992,46.21918188038173
2014-01-04 22:36:09,14,8,-4.316725,-59.14524,55,167,SE,38.04804611206055,48.29561770510452
2014-01-04 22:36:09,14,9,-3.5974183,-61.43213,95,40,SW,44.86036682128906,49.440105084139944
2014-01-04 22:36:09,14,10,-3.8679442,-60.11805,80,113,SW,61.873291015625,51.67435142198882
2014-01-04 22:36:09,14,11,-3.0410554,-60.96355,126,66,NW,29.109922409057617,46.43495672226578
2014-01-04 22:36:09,14,12,-3.9564502,-58.389233,75,209,SE,25.747774124145508,45.58213500569843
2014-01-04 22:36:09,14,13,-4.0824294,-58.533092,68,201,SE,24.021718978881836,45.09996526887815
2014-01-04 22:48:08,15,0,-4.2622094,-58.62286,58,196,SE,102.2398681640625,55.164224449472286
2014-01-04 22:48:08,15,1,-3.7601345,-59.79395,86,131,SE,113.7342758178711,55.90456182334673
2014-01-04 22:48:08,15,2,-4.316942,-59.4335,55,151,SE,76.86878204345703,53.18229995493268
2014-01-04 22:48:08,15,3,-3.4176428,-61.52185,105,35,SW,90.47697448730469,54.31490906915065
2014-01-04 22:48:08,15,4,-3.2565706,-61.035732,114,62,SW,43.91542434692383,49.29217329453823
2014-01-04 22:48:08,15,5,-3.1306803,-61.161556,121,55,NW,50.426570892333984,50.25285093695893
2014-01-04 22:48:08,15,6,-4.7303233,-59.847797,32,128,SE,36.55782699584961,48.0179859291652
2014-01-04 22:48:08,15,7,-3.7053072,-61.36028,89,44,SW,49.33658981323242,50.101005994874214
2014-01-04 22:48:08,15,8,-3.8499694,-60.172066,81,110,SW,30.0506534576416,46.6559626808685
2014-01-04 22:48:08,15,9,-3.076523,-61.377403,124,43,NW,33.8582763671875,47.48493748598573
2014-01-04 22:48:08,15,10,-3.8678856,-60.35214,80,100,SW,37.5448112487793,48.203098761686185
2014-01-04 22:48:08,15,11,-3.041072,-60.945557,126,67,NW,22.162282943725586,44.54013187938682
2014-01-04 22:48:08,15,12,-3.6332943,-61.46819,93,38,SW,23.78845977783203,45.0321611382615
2014-01-04 22:48:08,15,13,-4.3347225,-59.181255,54,165,SE,32.7566032409668,47.25508172337339
2014-01-04 22:48:08,15,14,-4.4607625,-59.613594,47,141,SE,23.169198989868164,44.848876269195856
2014-01-04 23:00:07,11,0,-4.2623367,-58.712936,58,191,SE,70.62289428710938,52.59342814814585
2014-01-04 23:00:07,11,1,-4.316973,-59.48755,55,148,SE,84.58502960205078,53.846996046771295
2014-01-04 23:00:07,11,2,-4.064573,-58.605164,69,197,SE,53.860713958740234,50.71065365214433
2014-01-04 23:00:07,11,3,-3.4356868,-61.467884,104,38,SW,76.94174194335938,53.18889218718998
2014-01-04 23:00:07,11,4,-3.7411857,-61.39634,87,42,SW,53.49257278442383,50.662995736968824
2014-01-04 23:00:07,11,5,-3.2204432,-61.21564,116,52,SW,39.24448776245117,48.510758594080905
2014-01-04 23:00:07,11,6,-3.7960737,-59.829952,84,129,SE,48.02545166015625,49.91384328334003
2014-01-04 23:00:07,11,7,-3.1124039,-61.413437,122,41,NW,87.21228790283203,54.05954283343697
2014-01-04 23:00:07,11,8,-4.586533,-60.352444,40,100,SW,31.68998908996582,47.02505339142539
2014-01-04 23:00:07,11,9,-3.8679283,-60.208084,80,108,SW,41.05903244018555,48.82483933210214
2014-01-04 23:00:07,11,10,-3.2565522,-61.053726,114,61,SW,23.051708221435547,44.81354977795452
2014-01-04 23:12:07,12,0,-4.2623367,-58.712936,58,191,SE,41.38800048828125,48.880291085258555
2014-01-04 23:12:07,12,1,-4.334967,-59.541588,54,145,SE,106.99002075195312,55.47979230472873
2014-01-04 23:12:07,12,2,-4.1006775,-58.73119,67,190,SE,39.86372375488281,48.61954579067077
2014-01-04 23:12:07,12,3,-3.202457,-61.233616,117,51,SW,46.761558532714844,49.72852359643494
2014-01-04 23:12:07,12,4,-3.4893875,-61.593964,101,31,SW,61.919227600097656,51.679508439564415
2014-01-04 23:12:07,12,5,-3.7590978,-61.432377,86,40,SW,45.99182891845703,49.61319083890486
2014-01-04 23:12:07,12,6,-3.4176962,-61.485855,105,37,SW,82.70067596435547,53.690444905880035
2014-01-04 23:12:07,12,7,-3.130344,-61.431454,121,40,NW,32.49835968017578,47.20008301238734
2014-01-04 23:12:07,12,8,-4.442218,-58.892845,48,181,SE,32.84846878051758,47.27454203484065
2014-01-04 23:12:07,12,9,-3.8499818,-59.90197,81,125,SE,62.945106506347656,51.79369152031751
2014-01-04 23:12:07,12,10,-3.8679147,-60.262104,80,105,SW,52.25975799560547,50.50097826489338
2014-01-04 23:12:07,12,11,-4.6763954,-60.262363,35,105,SW,28.845003128051758,46.37142940288872
2014-01-04 23:24:07,12,0,-4.3344264,-58.89299,54,181,SE,38.95891189575195,48.46000905637637
2014-01-04 23:24:07,12,1,-3.4715624,-61.503937,102,36,SW,65.80218505859375,52.102145000513914
2014-01-04 23:24:07,12,2,-4.1187353,-58.80321,66,186,SE,40.96186447143555,48.80837541757245
2014-01-04 23:24:07,12,3,-4.4961767,-58.946835,45,178,SE,55.71977233886719,50.94644928952182
2014-01-04 23:24:07,12,4,-3.9757013,-60.298153,74,103,SW,77.61251068115234,53.24920767859684
2014-01-04 23:24:07,12,5,-4.334992,-59.595634,54,142,SE,68.96957397460938,52.42882065036974
2014-01-04 23:24:07,12,6,-3.7589335,-61.540405,86,34,SW,39.79496383666992,48.60754978666903
2014-01-04 23:24:07,12,7,-3.1482325,-61.48546,120,37,NW,29.1881103515625,46.45359562899146
2014-01-04 23:24:07,12,8,-3.220333,-61.305614,116,47,SW,30.21272850036621,46.69333912494164
2014-01-04 23:24:07,12,9,-4.5146003,-59.487427,44,148,SE,30.877580642700195,46.844592190778485
2014-01-04 23:24:07,12,10,-3.867951,-59.93798,80,123,SE,30.862895965576172,46.841286755011694
2014-01-04 23:24:07,12,11,-4.6224422,-60.40653,38,97,SW,23.212326049804688,44.86179855204567
2014-01-04 23:36:06,13,0,-4.5321274,-58.96481,43,177,SE,50.936397552490234,50.32275158040776
2014-01-04 23:36:06,13,1,-3.9756362,-60.460236,74,94,SW,101.10171508789062,55.08643632493089
2014-01-04 23:36:06,13,2,-3.5432506,-61.612053,98,30,SW,65.39762878417969,52.05929198496803
2014-01-04 23:36:06,13,3,-4.136767,-58.857224,65,183,SE,40.40605163574219,48.713442588582424
2014-01-04 23:36:06,13,4,-4.2446213,-58.91112,59,180,SE,30.34159278869629,46.722913963600604
2014-01-04 23:36:06,13,5,-4.3530216,-60.190186,53,109,SW,53.73324966430664,50.69418966067258
2014-01-04 23:36:06,13,6,-3.1303928,-61.395466,121,42,NW,68.9600601196289,52.427862059620864
2014-01-04 23:36:06,13,7,-4.424851,-59.667667,49,138,SE,33.592220306396484,47.430119314300974
2014-01-04 23:36:06,13,8,-4.6763487,-60.38853,35,98,SW,40.3891716003418,48.71053908769046
2014-01-04 23:36:06,13,9,-3.3999803,-61.30585,106,47,SW,36.307395935058594,47.970221576661544
2014-01-04 23:36:06,13,10,-3.2020993,-61.503532,117,36,SW,34.65305709838867,47.646164823335184
2014-01-04 23:36:06,13,11,-3.274133,-61.377666,113,43,SW,30.507930755615234,46.76090398851186
2014-01-04 23:36:06,13,12,-4.227278,-60.010014,60,119,SW,35.43662643432617,47.80153788243939
2014-01-04 23:48:07,13,0,-4.3525324,-59.019085,53,174,SE,55.3125,50.89547256531023
2014-01-04 23:48:07,13,1,-4.0295253,-60.478275,71,93,SW,105.60941314697266,55.38954202592474
2014-01-04 23:48:07,13,2,-4.532187,-59.01887,43,174,SE,43.66132354736328,49.25185030473121
2014-01-04 23:48:07,13,3,-3.435814,-61.37789,104,43,SW,87.38973999023438,54.073667111799665
2014-01-04 23:48:07,13,4,-4.3889356,-60.262268,51,105,SW,52.439205169677734,50.52479756287241
