,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
44,2014,01,03,03,12,10,0,-4.4963813,-60.838947,45.0,73.0,87.14994812011719
35,2014,01,03,03,12,10,1,-4.5143795,-60.802925,44.0,75.0,97.01283264160156
42,2014,01,03,03,12,10,2,-4.4963474,-60.874985,45.0,71.0,109.71246337890625
29,2014,01,03,03,12,10,3,-4.5323915,-60.74888,43.0,78.0,37.29985809326172
13,2014,01,03,03,12,10,4,-4.604105,-60.911148,39.0,69.0,58.70551300048828
62,2014,01,03,03,12,10,5,-4.4246116,-60.73076,49.0,79.0,30.30805778503418
70,2014,01,03,03,12,10,6,-2.969491,-60.549706,130.0,89.0,36.981285095214844
67,2014,01,03,03,12,10,7,-3.0055146,-60.33383,128.0,101.0,48.468360900878906
65,2014,01,03,03,12,10,8,-3.0413988,-60.45978,126.0,94.0,78.58484649658203
71,2014,01,03,03,12,10,9,-2.7898808,-59.542313,140.0,145.0,23.435039520263672
