,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
33,2014,01,03,03,24,12,0,-4.370818,-59.397427,52.0,153.0,45.1480712890625
5,2014,01,03,03,24,12,1,-4.460648,-59.39736,47.0,153.0,69.07372283935547
52,2014,01,03,03,24,12,2,-4.281069,-59.541615,57.0,145.0,92.7956314086914
31,2014,01,03,03,24,12,3,-4.3708405,-59.433464,52.0,151.0,37.263458251953125
71,2014,01,03,03,24,12,4,-4.2091956,-59.52364,61.0,146.0,44.3536262512207
80,2014,01,03,03,24,12,5,-4.0295515,-59.559757,71.0,144.0,46.41522216796875
60,2014,01,03,03,24,12,6,-4.263075,-59.48758,58.0,148.0,47.02758026123047
28,2014,01,03,03,24,12,7,-4.3708715,-59.487514,52.0,148.0,44.95878219604492
89,2014,01,03,03,24,12,8,-3.7954085,-58.839653,84.0,184.0,61.0279541015625
56,2014,01,03,03,24,12,9,-4.2627053,-60.96481,58.0,66.0,36.989532470703125
62,2014,01,03,03,24,12,10,-4.262544,-58.87507,58.0,182.0,23.8156681060791
50,2014,01,03,03,24,12,11,-4.2806892,-60.946815,57.0,67.0,38.89629364013672
