,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
26,2014,01,03,03,48,15,0,-4.6583824,-60.388523,36.0,98.0,50.86583709716797
49,2014,01,03,03,48,15,1,-4.2272286,-60.298244,60.0,103.0,94.20185852050781
34,2014,01,03,03,48,15,2,-4.6404085,-60.406536,37.0,97.0,60.04205322265625
58,2014,01,03,03,48,15,3,-4.1913166,-60.226177,62.0,107.0,40.28823471069336
27,2014,01,03,03,48,15,4,-4.6583905,-60.3705,36.0,99.0,45.2918815612793
7,2014,01,03,03,48,15,5,-4.7122965,-60.3525,33.0,100.0,37.22410202026367
69,2014,01,03,03,48,15,6,-4.0834656,-59.595753,68.0,142.0,53.475826263427734
51,2014,01,03,03,48,15,7,-4.2272396,-60.262215,60.0,105.0,37.42170333862305
75,2014,01,03,03,48,15,8,-2.9695344,-59.52425,130.0,146.0,74.9748306274414
78,2014,01,03,03,48,15,9,-2.5921557,-60.63944,151.0,84.0,21.85321807861328
77,2014,01,03,03,48,15,10,-2.8793826,-59.038586,135.0,173.0,25.59418487548828
74,2014,01,03,03,48,15,11,-3.0764258,-61.44937,124.0,39.0,22.832136154174805
73,2014,01,03,03,48,15,12,-3.0953956,-59.884045,123.0,126.0,61.219276428222656
72,2014,01,03,03,48,15,13,-3.3466368,-60.76587,109.0,77.0,55.34477615356445
0,2014,01,03,03,48,15,14,-4.8019505,-60.659004,28.0,83.0,25.839183807373047
