,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
17,2014,01,03,03,12,13,0,-4.1192465,-59.325558,66.0,157.0,42.576290130615234
5,2014,01,03,03,12,13,1,-4.8559556,-60.496796,25.0,92.0,46.80349349975586
27,2014,01,03,03,12,13,2,-3.0593567,-60.477783,125.0,93.0,69.32410430908203
23,2014,01,03,03,12,13,3,-3.09458,-61.305458,123.0,47.0,67.96300506591797
13,2014,01,03,03,12,13,4,-4.370988,-60.190193,52.0,109.0,64.73274230957031
32,2014,01,03,03,12,13,5,-2.9689748,-58.804634,130.0,186.0,38.58688735961914
10,2014,01,03,03,12,13,6,-4.5686126,-60.20826,41.0,108.0,24.434757232666016
7,2014,01,03,03,12,13,7,-4.640473,-60.226303,37.0,107.0,26.01751136779785
35,2014,01,03,03,12,13,8,-2.394698,-60.189796,162.0,109.0,22.031024932861328
34,2014,01,03,03,12,13,9,-2.7533948,-61.17914,142.0,54.0,23.410221099853516
30,2014,01,03,03,12,13,10,-3.00552,-60.315838,128.0,102.0,43.503021240234375
6,2014,01,03,03,12,13,11,-4.748205,-60.406593,31.0,97.0,23.167072296142578
3,2014,01,03,03,12,13,12,-4.8739505,-60.44272,24.0,95.0,22.977367401123047
