,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
26,2014,01,03,03,36,10,0,-4.173118,-59.28949,63.0,159.0,113.60857391357422
18,2014,01,03,03,36,10,1,-4.2090077,-59.235416,61.0,162.0,43.71234130859375
2,2014,01,03,03,36,10,2,-4.8919787,-59.685505,23.0,137.0,38.055973052978516
8,2014,01,03,03,36,10,3,-4.5144405,-60.730843,44.0,79.0,27.677560806274414
14,2014,01,03,03,36,10,4,-4.226897,-60.83867,60.0,73.0,31.35208511352539
11,2014,01,03,03,36,10,5,-4.280856,-59.21734,57.0,163.0,29.878948211669922
30,2014,01,03,03,36,10,6,-3.6873426,-58.62375,90.0,196.0,22.595592498779297
29,2014,01,03,03,36,10,7,-3.9036431,-59.307713,78.0,158.0,28.054794311523438
28,2014,01,03,03,36,10,8,-3.9575534,-59.32568,75.0,157.0,48.615570068359375
5,2014,01,03,03,36,10,9,-4.8021474,-59.68554,28.0,137.0,22.135746002197266
