,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
33,2014,01,03,03,00,12,0,-4.1553636,-59.685783,64.0,137.0,117.03276824951172
26,2014,01,03,03,00,12,1,-4.209268,-59.703777,61.0,136.0,83.00464630126953
8,2014,01,03,03,00,12,2,-4.3346043,-59.055138,54.0,172.0,58.832908630371094
48,2014,01,03,03,00,12,3,-3.92138,-59.037582,77.0,173.0,73.13858795166016
41,2014,01,03,03,00,12,4,-4.1194367,-59.703808,66.0,136.0,38.69746017456055
3,2014,01,03,03,00,12,5,-4.388874,-59.559574,51.0,144.0,26.725059509277344
57,2014,01,03,03,00,12,6,-2.8977423,-60.24385,134.0,106.0,29.607629776000977
54,2014,01,03,03,00,12,7,-3.1132786,-60.42383,122.0,96.0,34.216060638427734
46,2014,01,03,03,00,12,8,-4.0292253,-59.091496,71.0,170.0,35.06134033203125
31,2014,01,03,03,00,12,9,-4.1553926,-59.79386,64.0,131.0,24.022178649902344
1,2014,01,03,03,00,12,10,-4.4424844,-60.83889,48.0,73.0,23.43436622619629
0,2014,01,03,03,00,12,11,-4.5142403,-60.947086,44.0,67.0,27.29872703552246
