,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
0,2014,01,03,03,36,6,0,-4.7838974,-60.767147,29.0,77.0,12.395204544067383
1,2014,01,03,03,36,6,0,-4.7839127,-60.749123,29.0,78.0,20.831199645996094
2,2014,01,03,03,36,6,0,-4.783957,-60.69504,29.0,81.0,12.864213943481445
3,2014,01,03,03,36,6,0,-4.7658997,-60.80318,30.0,75.0,17.323152542114258
4,2014,01,03,03,36,6,0,-4.7659154,-60.785156,30.0,76.0,19.652549743652344
5,2014,01,03,03,36,6,0,-4.7659316,-60.767128,30.0,77.0,27.710447311401367
6,2014,01,03,03,36,6,0,-4.765947,-60.749104,30.0,78.0,24.46220588684082
7,2014,01,03,03,36,6,0,-4.765962,-60.731075,30.0,79.0,22.74864959716797
8,2014,01,03,03,36,6,0,-4.765977,-60.71305,30.0,80.0,13.00930404663086
9,2014,01,03,03,36,6,0,-4.7479005,-60.839214,31.0,73.0,16.675363540649414
10,2014,01,03,03,36,6,0,-4.747917,-60.82119,31.0,74.0,12.571624755859375
11,2014,01,03,03,36,6,0,-4.74795,-60.785137,31.0,76.0,24.26944923400879
12,2014,01,03,03,36,6,0,-4.747966,-60.767113,31.0,77.0,36.61781692504883
13,2014,01,03,03,36,6,0,-4.747981,-60.749084,31.0,78.0,25.781097412109375
14,2014,01,03,03,36,6,0,-4.7479963,-60.73106,31.0,79.0,19.961658477783203
15,2014,01,03,03,36,6,0,-4.7480254,-60.695007,31.0,81.0,12.274718284606934
16,2014,01,03,03,36,6,0,-4.729968,-60.803143,32.0,75.0,17.541275024414062
17,2014,01,03,03,36,6,0,-4.73,-60.767094,32.0,77.0,18.674991607666016
18,2014,01,03,03,36,6,0,-4.7300153,-60.74907,32.0,78.0,17.844532012939453
19,2014,01,03,03,36,6,0,-4.7300305,-60.73104,32.0,79.0,17.977846145629883
20,2014,01,03,03,36,6,0,-4.730045,-60.713017,32.0,80.0,16.599950790405273
21,2014,01,03,03,36,6,0,-4.730059,-60.694992,32.0,81.0,15.108959197998047
22,2014,01,03,03,36,6,0,-4.7300735,-60.676968,32.0,82.0,15.54918384552002
23,2014,01,03,03,36,6,0,-4.730087,-60.65894,32.0,83.0,16.10163688659668
24,2014,01,03,03,36,6,0,-4.730113,-60.62289,32.0,85.0,13.971510887145996
25,2014,01,03,03,36,6,0,-4.7301254,-60.604866,32.0,86.0,14.780744552612305
26,2014,01,03,03,36,6,0,-4.730138,-60.586838,32.0,87.0,12.100829124450684
27,2014,01,03,03,36,6,0,-4.712034,-60.767075,33.0,77.0,13.636504173278809
28,2014,01,03,03,36,6,0,-4.7120495,-60.74905,33.0,78.0,17.04290199279785
29,2014,01,03,03,36,6,0,-4.7120647,-60.731026,33.0,79.0,20.463491439819336
