,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
47,2014,01,03,03,24,18,0,-4.5325117,-60.586693,43.0,87.0,49.861671447753906
8,2014,01,03,03,24,18,1,-4.7121077,-60.676952,33.0,82.0,82.33316040039062
100,2014,01,03,03,24,18,2,-4.263111,-60.424362,58.0,96.0,74.39707946777344
104,2014,01,03,03,24,18,3,-4.2451367,-60.442368,59.0,95.0,52.37962341308594
66,2014,01,03,03,24,18,4,-4.4606595,-60.56862,47.0,88.0,55.061859130859375
10,2014,01,03,03,24,18,5,-4.7121344,-60.6409,33.0,84.0,34.55777359008789
63,2014,01,03,03,24,18,6,-4.4786577,-60.514572,46.0,91.0,43.711997985839844
11,2014,01,03,03,24,18,7,-4.712147,-60.622875,33.0,85.0,33.51328659057617
78,2014,01,03,03,24,18,8,-4.4067936,-60.514526,50.0,91.0,54.78730392456055
37,2014,01,03,03,24,18,9,-4.586373,-60.640797,40.0,84.0,42.6052360534668
118,2014,01,03,03,24,18,10,-3.4184718,-60.80192,105.0,75.0,59.458518981933594
85,2014,01,03,03,24,18,11,-4.3529053,-60.496475,53.0,92.0,44.77421569824219
38,2014,01,03,03,24,18,12,-4.5863857,-60.622776,40.0,85.0,53.216636657714844
112,2014,01,03,03,24,18,13,-3.975744,-60.100056,74.0,114.0,59.06179428100586
124,2014,01,03,03,24,18,14,-2.4126804,-59.938057,161.0,123.0,29.159645080566406
123,2014,01,03,03,24,18,15,-2.933702,-60.06396,132.0,116.0,40.8916015625
122,2014,01,03,03,24,18,16,-3.0233378,-59.34431,127.0,156.0,25.38604736328125
121,2014,01,03,03,24,18,17,-3.05938,-59.560192,125.0,144.0,42.80946350097656
