,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
18,2014,01,03,03,36,13,0,-4.6404386,-60.334446,37.0,101.0,70.85123443603516
17,2014,01,03,03,36,13,1,-4.6404314,-60.352467,37.0,100.0,63.30924987792969
44,2014,01,03,03,36,13,2,-4.173346,-60.244183,63.0,106.0,85.51841735839844
54,2014,01,03,03,36,13,3,-3.184334,-61.35955,118.0,44.0,46.37013626098633
51,2014,01,03,03,36,13,4,-4.065458,-59.505707,69.0,147.0,33.68703842163086
1,2014,01,03,03,36,13,5,-4.7661715,-60.406605,30.0,97.0,34.328121185302734
48,2014,01,03,03,36,13,6,-4.155396,-60.172127,64.0,110.0,45.559288024902344
28,2014,01,03,03,36,13,7,-4.514653,-60.38845,44.0,98.0,28.542287826538086
61,2014,01,03,03,36,13,8,-2.951543,-59.470287,131.0,149.0,73.6489486694336
30,2014,01,03,03,36,13,9,-4.245195,-60.29825,59.0,103.0,70.39631652832031
63,2014,01,03,03,36,13,10,-2.322841,-60.135845,166.0,112.0,27.55295181274414
60,2014,01,03,03,36,13,11,-3.0952435,-60.56776,123.0,88.0,22.63772964477539
29,2014,01,03,03,36,13,12,-4.424868,-60.26228,49.0,105.0,26.86753273010254
