,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
48,2014,01,03,03,24,10,0,-4.4604664,-60.82089,47.0,74.0,85.9672622680664
39,2014,01,03,03,24,10,1,-4.478399,-60.856945,46.0,72.0,48.419315338134766
29,2014,01,03,03,24,10,2,-4.4963474,-60.874985,45.0,71.0,70.89875793457031
26,2014,01,03,03,24,10,3,-4.4962935,-60.929047,45.0,68.0,52.09224319458008
6,2014,01,03,03,24,10,4,-4.604029,-60.98324,39.0,65.0,53.022972106933594
58,2014,01,03,03,24,10,5,-3.0593567,-60.477783,125.0,93.0,106.82472229003906
62,2014,01,03,03,24,10,6,-2.807868,-59.596268,139.0,142.0,29.694110870361328
61,2014,01,03,03,24,10,7,-2.8438296,-59.6862,137.0,137.0,23.951637268066406
60,2014,01,03,03,24,10,8,-3.0234864,-60.315845,127.0,102.0,31.11381721496582
57,2014,01,03,03,24,10,9,-3.4185135,-60.74793,105.0,78.0,30.786113739013672
