,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
0,2014,01,03,03,48,2,0,-4.838044,-60.388615,26.0,98.0,21.477890014648438
1,2014,01,03,03,48,2,0,-4.8380523,-60.370586,26.0,99.0,24.978015899658203
2,2014,01,03,03,48,2,0,-4.8380594,-60.35256,26.0,100.0,13.983598709106445
3,2014,01,03,03,48,2,0,-4.820061,-60.42466,27.0,96.0,16.074108123779297
4,2014,01,03,03,48,2,0,-4.82007,-60.406635,27.0,97.0,31.176034927368164
5,2014,01,03,03,48,2,0,-4.820078,-60.388607,27.0,98.0,43.53117752075195
6,2014,01,03,03,48,2,0,-4.820086,-60.37058,27.0,99.0,43.216793060302734
7,2014,01,03,03,48,2,0,-4.8200936,-60.35255,27.0,100.0,13.036861419677734
8,2014,01,03,03,48,2,0,-4.8020864,-60.442677,28.0,95.0,32.32792282104492
9,2014,01,03,03,48,2,0,-4.802095,-60.424652,28.0,96.0,29.231201171875
10,2014,01,03,03,48,2,0,-4.8021035,-60.406624,28.0,97.0,24.29273223876953
11,2014,01,03,03,48,2,0,-4.802112,-60.388596,28.0,98.0,23.573192596435547
12,2014,01,03,03,48,2,0,-4.8021197,-60.37057,28.0,99.0,22.77909278869629
13,2014,01,03,03,48,2,0,-4.78412,-60.44267,29.0,95.0,11.621530532836914
14,2014,01,03,03,48,2,0,-4.7841377,-60.406612,29.0,97.0,15.29040813446045
15,2014,01,03,03,48,2,0,-4.5324063,-59.253143,43.0,161.0,15.98973560333252
16,2014,01,03,03,48,2,0,-4.514426,-59.235138,44.0,162.0,23.008617401123047
17,2014,01,03,03,48,2,0,-4.514411,-59.217117,44.0,163.0,22.537460327148438
18,2014,01,03,03,48,2,0,-4.496445,-59.217136,45.0,163.0,18.52167510986328
19,2014,01,03,03,48,2,0,-4.49643,-59.199116,45.0,164.0,21.996007919311523
20,2014,01,03,03,48,2,0,-4.478464,-59.199135,46.0,164.0,17.247703552246094
21,2014,01,03,03,48,2,0,-4.4784484,-59.181114,46.0,165.0,17.599435806274414
22,2014,01,03,03,48,2,0,-4.4604664,-59.163113,47.0,166.0,14.071292877197266
23,2014,01,03,03,48,2,0,-4.281173,-59.901924,57.0,125.0,12.154740333557129
24,2014,01,03,03,48,2,0,-4.2632103,-59.95597,58.0,122.0,12.548096656799316
25,2014,01,03,03,48,2,0,-4.2452445,-59.973988,59.0,121.0,24.462825775146484
26,2014,01,03,03,48,2,0,-4.245244,-59.95597,59.0,122.0,29.289310455322266
27,2014,01,03,03,48,2,0,-4.245243,-59.937958,59.0,123.0,18.223718643188477
28,2014,01,03,03,48,2,0,-4.2452383,-59.88391,59.0,126.0,12.949487686157227
29,2014,01,03,03,48,2,0,-4.2452364,-59.8659,59.0,127.0,19.34559440612793
30,2014,01,03,03,48,2,0,-4.2452335,-59.847885,59.0,128.0,17.475608825683594
31,2014,01,03,03,48,2,0,-4.2272644,-59.829872,60.0,129.0,12.088597297668457
32,2014,01,03,03,48,2,0,-4.209312,-60.010014,61.0,119.0,14.050019264221191
33,2014,01,03,03,48,2,0,-4.209312,-59.992,61.0,120.0,17.86026382446289
34,2014,01,03,03,48,2,0,-4.209312,-59.973988,61.0,121.0,12.140124320983887
35,2014,01,03,03,48,2,0,-4.155413,-59.992,64.0,120.0,13.231023788452148
36,2014,01,03,03,48,2,0,-4.155413,-59.973988,64.0,121.0,23.941444396972656
37,2014,01,03,03,48,2,0,-4.1554127,-59.955975,64.0,122.0,22.745576858520508
38,2014,01,03,03,48,2,0,-4.1554117,-59.93796,64.0,123.0,11.85881519317627
39,2014,01,03,03,48,2,0,-4.11948,-59.95598,66.0,122.0,19.638160705566406
40,2014,01,03,03,48,2,0,-4.119479,-59.937965,66.0,123.0,53.38425064086914
41,2014,01,03,03,48,2,0,-4.1194777,-59.919952,66.0,124.0,55.6099739074707
42,2014,01,03,03,48,2,0,-4.1194763,-59.90194,66.0,125.0,18.711145401000977
43,2014,01,03,03,48,2,0,-4.1015134,-59.95598,67.0,122.0,17.00499153137207
44,2014,01,03,03,48,2,0,-4.101513,-59.937965,67.0,123.0,53.04647445678711
45,2014,01,03,03,48,2,0,-4.1015115,-59.919952,67.0,124.0,56.02854919433594
46,2014,01,03,03,48,2,0,-4.10151,-59.901943,67.0,125.0,25.275896072387695
47,2014,01,03,03,48,2,0,-4.0473013,-59.21755,70.0,163.0,16.604961395263672
48,2014,01,03,03,48,2,0,-4.0472865,-59.19954,70.0,164.0,16.53982162475586
49,2014,01,03,03,48,2,0,-4.029378,-59.271595,71.0,160.0,12.24317455291748
50,2014,01,03,03,48,2,0,-4.029364,-59.253586,71.0,161.0,53.410648345947266
51,2014,01,03,03,48,2,0,-4.02935,-59.235577,71.0,162.0,63.372982025146484
52,2014,01,03,03,48,2,0,-4.0293355,-59.217564,71.0,163.0,25.793947219848633
53,2014,01,03,03,48,2,0,-4.0293207,-59.199554,71.0,164.0,20.291868209838867
54,2014,01,03,03,48,2,0,-4.029306,-59.181545,71.0,165.0,29.858448028564453
55,2014,01,03,03,48,2,0,-4.0113983,-59.2536,72.0,161.0,20.930299758911133
56,2014,01,03,03,48,2,0,-4.011384,-59.23559,72.0,162.0,54.83684158325195
57,2014,01,03,03,48,2,0,-4.0113697,-59.217583,72.0,163.0,53.459659576416016
58,2014,01,03,03,48,2,0,-4.011355,-59.19957,72.0,164.0,32.6545295715332
59,2014,01,03,03,48,2,0,-4.01134,-59.18156,72.0,165.0,16.478673934936523
60,2014,01,03,03,48,2,0,-4.0113244,-59.16355,72.0,166.0,22.153213500976562
61,2014,01,03,03,48,2,0,-3.9933894,-59.19959,73.0,164.0,15.034407615661621
62,2014,01,03,03,48,2,0,-3.9933743,-59.18158,73.0,165.0,20.189071655273438
63,2014,01,03,03,48,2,1,-3.0768049,-58.840496,124.0,184.0,12.003023147583008
64,2014,01,03,03,48,2,1,-3.0588398,-58.840515,125.0,184.0,15.546356201171875
65,2014,01,03,03,48,2,1,-2.8975058,-59.236454,134.0,162.0,14.14849853515625
66,2014,01,03,03,48,2,1,-2.87954,-59.236465,135.0,162.0,12.687515258789062
67,2014,01,03,03,48,2,1,-2.8256035,-59.182537,138.0,165.0,20.492801666259766
68,2014,01,03,03,48,2,1,-2.5384085,-60.27974,154.0,104.0,13.858071327209473
69,2014,01,03,03,48,2,1,-2.538413,-60.261753,154.0,105.0,19.180255889892578
70,2014,01,03,03,48,2,1,-2.5204325,-60.3157,155.0,102.0,26.256210327148438
71,2014,01,03,03,48,2,1,-2.5024664,-60.315697,156.0,102.0,26.29048728942871
72,2014,01,03,03,48,2,1,-2.5024714,-60.297714,156.0,103.0,58.860408782958984
73,2014,01,03,03,48,2,1,-2.4485998,-60.17182,159.0,110.0,61.852046966552734
74,2014,01,03,03,48,2,1,-2.4486027,-60.153843,159.0,111.0,18.803739547729492
75,2014,01,03,03,48,2,1,-2.4306304,-60.189804,160.0,109.0,28.091766357421875
76,2014,01,03,03,48,2,1,-2.4306335,-60.17182,160.0,110.0,27.689626693725586
77,2014,01,03,03,48,2,1,-2.3942842,-60.980984,162.0,65.0,27.487777709960938
78,2014,01,03,03,48,2,1,-2.3767455,-60.081905,163.0,115.0,20.304668426513672
79,2014,01,03,03,48,2,1,-2.3767467,-60.063927,163.0,116.0,19.208831787109375
80,2014,01,03,03,48,2,1,-2.3587775,-60.099888,164.0,114.0,17.654260635375977
81,2014,01,03,03,48,2,1,-2.3048832,-60.02796,167.0,118.0,16.453908920288086
82,2014,01,03,03,48,2,1,-2.3048835,-60.00998,167.0,119.0,18.13266372680664
83,2014,01,03,03,48,2,1,-2.2689462,-59.88412,169.0,126.0,35.21363830566406
84,2014,01,03,03,48,2,1,-2.2689443,-59.866142,169.0,127.0,56.9495849609375
85,2014,01,03,03,48,2,1,-2.268942,-59.848164,169.0,128.0,25.869667053222656
86,2014,01,03,03,48,2,1,-2.2327833,-60.72915,171.0,79.0,18.77140998840332
87,2014,01,03,03,48,2,1,-2.2330096,-60.135834,171.0,112.0,25.541839599609375
88,2014,01,03,03,48,2,1,-2.2330117,-60.117855,171.0,113.0,25.989120483398438
89,2014,01,03,03,48,2,1,-2.214829,-60.71116,172.0,80.0,13.969599723815918
