,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
35,2014,01,03,03,48,11,0,-4.2272162,-59.64973,60.0,139.0,67.9385986328125
19,2014,01,03,03,48,11,1,-4.3165827,-59.00111,55.0,175.0,70.14965057373047
47,2014,01,03,03,48,11,2,-3.8494062,-58.92962,81.0,179.0,39.70058822631836
22,2014,01,03,03,48,11,3,-4.299087,-59.667717,56.0,138.0,54.793968200683594
8,2014,01,03,03,48,11,4,-4.388874,-59.559574,51.0,144.0,27.15231704711914
0,2014,01,03,03,48,11,5,-4.5685267,-59.54146,41.0,145.0,48.68119812011719
51,2014,01,03,03,48,11,6,-2.4306455,-59.92007,160.0,124.0,31.531938552856445
42,2014,01,03,03,48,11,7,-4.101453,-59.64978,67.0,139.0,36.962032318115234
5,2014,01,03,03,48,11,8,-4.460755,-59.595577,47.0,142.0,38.6912727355957
50,2014,01,03,03,48,11,9,-2.8618138,-60.225853,136.0,107.0,68.49885559082031
6,2014,01,03,03,48,11,10,-4.3889575,-59.811825,51.0,130.0,21.992801666259766
