,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
78,2014,01,03,03,48,22,0,-4.5144963,-60.65876,44.0,83.0,75.42963409423828
70,2014,01,03,03,48,22,1,-4.532475,-60.640755,43.0,84.0,65.270751953125
34,2014,01,03,03,48,22,2,-4.6043124,-60.676857,39.0,82.0,55.507835388183594
40,2014,01,03,03,48,22,3,-4.586304,-60.730907,40.0,79.0,62.30697250366211
48,2014,01,03,03,48,22,4,-4.5683527,-60.712868,41.0,80.0,65.36445617675781
25,2014,01,03,03,48,22,5,-4.6222644,-60.694897,38.0,81.0,58.09125518798828
90,2014,01,03,03,48,22,6,-4.478602,-60.60467,46.0,86.0,39.781593322753906
72,2014,01,03,03,48,22,7,-4.5325,-60.604713,43.0,86.0,48.60826110839844
18,2014,01,03,03,48,22,8,-4.640216,-60.712936,37.0,80.0,42.64514923095703
8,2014,01,03,03,48,22,9,-4.658137,-60.76702,36.0,77.0,48.08565902709961
115,2014,01,03,03,48,22,10,-2.9336703,-60.26185,132.0,105.0,56.989131927490234
100,2014,01,03,03,48,22,11,-4.40675,-60.586597,50.0,87.0,34.10296630859375
120,2014,01,03,03,48,22,12,-2.592075,-60.76533,151.0,77.0,51.83316421508789
110,2014,01,03,03,48,22,13,-3.0593305,-59.452244,125.0,150.0,34.633567810058594
105,2014,01,03,03,48,22,14,-3.5082555,-60.855995,100.0,72.0,52.442806243896484
102,2014,01,03,03,48,22,15,-3.993703,-60.154083,73.0,111.0,36.2545280456543
117,2014,01,03,03,48,22,16,-2.7357883,-60.783413,143.0,76.0,27.895626068115234
112,2014,01,03,03,48,22,17,-2.9875882,-60.17191,129.0,110.0,35.77443313598633
109,2014,01,03,03,48,22,18,-3.0774128,-59.776093,124.0,132.0,90.5215072631836
108,2014,01,03,03,48,22,19,-3.1492553,-59.68611,120.0,137.0,32.18254089355469
107,2014,01,03,03,48,22,20,-3.2570753,-60.207947,114.0,108.0,63.1876335144043
104,2014,01,03,03,48,22,21,-3.957781,-60.064034,75.0,116.0,24.830249786376953
