,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
0,2014,01,03,03,48,3,0,-4.927928,-59.73958,21.0,134.0,12.215362548828125
1,2014,01,03,03,48,3,0,-4.838121,-59.84778,26.0,128.0,14.117091178894043
2,2014,01,03,03,48,3,0,-4.838118,-59.82975,26.0,129.0,25.475183486938477
3,2014,01,03,03,48,3,0,-4.8381147,-59.81172,26.0,130.0,22.114604949951172
4,2014,01,03,03,48,3,0,-4.838111,-59.793694,26.0,131.0,21.240886688232422
5,2014,01,03,03,48,3,0,-4.8381066,-59.775665,26.0,132.0,17.667516708374023
6,2014,01,03,03,48,3,0,-4.838102,-59.757637,26.0,133.0,12.956591606140137
7,2014,01,03,03,48,3,0,-4.820152,-59.829754,27.0,129.0,12.56927490234375
8,2014,01,03,03,48,3,0,-4.8201485,-59.811726,27.0,130.0,17.51771354675293
9,2014,01,03,03,48,3,0,-4.8201447,-59.793697,27.0,131.0,25.216238021850586
10,2014,01,03,03,48,3,0,-4.8201404,-59.77567,27.0,132.0,28.482582092285156
11,2014,01,03,03,48,3,0,-4.8201356,-59.757645,27.0,133.0,17.53280258178711
12,2014,01,03,03,48,3,0,-4.820131,-59.739616,27.0,134.0,11.564435005187988
13,2014,01,03,03,48,3,0,-4.7841983,-59.739628,29.0,134.0,16.824230194091797
14,2014,01,03,03,48,3,0,-4.784193,-59.7216,29.0,135.0,16.27227020263672
15,2014,01,03,03,48,3,0,-4.7841873,-59.703575,29.0,136.0,12.15343952178955
16,2014,01,03,03,48,3,0,-4.766256,-59.84779,30.0,128.0,13.35991096496582
17,2014,01,03,03,48,3,0,-4.766232,-59.73963,30.0,134.0,12.025435447692871
18,2014,01,03,03,48,3,0,-4.766227,-59.721607,30.0,135.0,18.008634567260742
19,2014,01,03,03,48,3,0,-4.766221,-59.70358,30.0,136.0,19.255916595458984
20,2014,01,03,03,48,3,0,-4.766215,-59.685555,30.0,137.0,12.213361740112305
21,2014,01,03,03,48,3,1,-4.5862737,-60.766953,40.0,77.0,13.263223648071289
22,2014,01,03,03,48,3,1,-4.586289,-60.74893,40.0,78.0,14.060806274414062
23,2014,01,03,03,48,3,1,-4.5863185,-60.712887,40.0,80.0,11.963822364807129
24,2014,01,03,03,48,3,1,-4.586333,-60.694862,40.0,81.0,14.89389419555664
25,2014,01,03,03,48,3,1,-4.586346,-60.67684,40.0,82.0,13.591462135314941
26,2014,01,03,03,48,3,1,-4.5682926,-60.784958,41.0,76.0,15.862061500549316
27,2014,01,03,03,48,3,1,-4.5683084,-60.766933,41.0,77.0,29.860515594482422
28,2014,01,03,03,48,3,1,-4.568323,-60.748913,41.0,78.0,26.977312088012695
29,2014,01,03,03,48,3,1,-4.568338,-60.730892,41.0,79.0,15.86546516418457
30,2014,01,03,03,48,3,1,-4.5683527,-60.712868,41.0,80.0,21.00775146484375
31,2014,01,03,03,48,3,1,-4.550327,-60.78494,42.0,76.0,30.183650970458984
32,2014,01,03,03,48,3,0,-4.352734,-59.235287,53.0,162.0,12.272140502929688
33,2014,01,03,03,48,3,0,-4.33485,-59.343403,54.0,156.0,14.091018676757812
34,2014,01,03,03,48,3,0,-4.334837,-59.325386,54.0,157.0,12.52366828918457
35,2014,01,03,03,48,3,0,-4.3347683,-59.235306,54.0,162.0,11.605268478393555
36,2014,01,03,03,48,3,0,-4.3169084,-59.37945,55.0,154.0,23.52396011352539
37,2014,01,03,03,48,3,0,-4.3168964,-59.361435,55.0,155.0,33.75786209106445
38,2014,01,03,03,48,3,0,-4.316817,-59.253338,55.0,161.0,16.88973045349121
39,2014,01,03,03,48,3,0,-4.298954,-59.39748,56.0,153.0,15.659924507141113
