,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,T_RELATION,RAIN_FALL,DBz
2,2014,01,03,14,24,2,0,-4.46045,-59.145092,47.0,167.0,SE,49.53656005859375,50.12911347364092
8,2014,01,03,14,24,2,1,-4.4062657,-58.874878,50.0,182.0,SE,33.43356704711914,47.39722338385003
5,2014,01,03,23,24,2,0,-3.0766375,-61.28744,124.0,48.0,NW,34.886043548583984,47.692727454075424
1,2014,01,03,23,24,2,1,-3.3827095,-60.549927,107.0,89.0,SW,49.80630874633789,50.166849659330985
