,YEAR,MONTH,DAY,HOUR,MINUTE,N_Cluster,ID_CLUS,LAT,LON,IND_X,IND_Y,RAIN_FALL
18,2014,01,03,03,00,12,0,-4.155413,-59.973988,64.0,121.0,64.76686096191406
8,2014,01,03,03,00,12,1,-4.855975,-60.46074,25.0,94.0,55.030250549316406
24,2014,01,03,03,00,12,2,-4.101241,-59.271538,67.0,160.0,68.42399597167969
42,2014,01,03,03,00,12,3,-2.556365,-60.315712,153.0,102.0,89.38829040527344
35,2014,01,03,03,00,12,4,-4.0113983,-59.2536,72.0,161.0,39.60295486450195
37,2014,01,03,03,00,12,5,-3.0586505,-61.305412,125.0,47.0,61.44287109375
50,2014,01,03,03,00,12,6,-2.340814,-60.063923,165.0,116.0,57.22527313232422
46,2014,01,03,03,00,12,7,-2.448586,-60.24375,159.0,106.0,38.75319290161133
53,2014,01,03,03,00,12,8,-2.178458,-61.232513,174.0,51.0,23.912734985351562
52,2014,01,03,03,00,12,9,-2.2330046,-60.17179,171.0,110.0,23.40081214904785
48,2014,01,03,03,00,12,10,-2.3947084,-60.11787,162.0,113.0,25.285079956054688
40,2014,01,03,03,00,12,11,-2.8795764,-59.290432,135.0,159.0,36.982078552246094
